name,datetime (utc timezone),followed
rinaizuta.bnk48official,2018-05-17 16:00:00,134481
jaa.bnk48official,2018-05-17 16:00:00,133861
korn.bnk48official,2018-05-17 16:00:00,128928
mind.bnk48official,2018-05-17 16:00:00,122754
maysa.bnk48official,2018-05-17 16:00:00,122345
nink.bnk48official,2018-05-17 16:00:00,116314
kate.bnk48official,2018-05-17 16:00:00,108956
piam.bnk48office,2018-05-17 16:00:00,108545
jib.bnk48office,2018-05-17 16:00:00,102131
mewnich.bnk48official,2018-05-17 16:00:00,81184
fond.bnk48office,2018-05-17 16:00:00,70128
june.bnk48office,2018-05-17 16:00:00,68120
ratah.bnk48official,2018-05-17 16:00:00,56430
cake.bnk48official,2018-05-17 16:00:00,50196
bamboo.bnk48office,2018-05-17 16:00:00,48957
aom.bnk48official,2018-05-17 16:00:00,45770
panda.bnk48official,2018-05-17 16:00:00,44129
deenee.bnk48official,2018-05-17 16:00:00,43485
pakwan.bnk48office,2018-05-17 16:00:00,42680
wee.bnk48official,2018-05-17 16:00:00,40932
myyu.bnk48official,2018-05-17 16:00:00,40116
phukkhom.bnk48office,2018-05-17 16:00:00,39739
kheng.bnk48official,2018-05-17 16:00:00,39640
fifa.bnk48official,2018-05-17 16:00:00,39569
niky.bnk48office,2018-05-17 16:00:00,38230
gygee.bnk48official,2018-05-17 16:00:00,36978
new.bnk48official,2018-05-17 16:00:00,36574
khamin.bnk48official,2018-05-17 16:00:00,35480
view.bnk48official,2018-05-17 16:00:00,35167
stang.bnk48office,2018-05-17 16:00:00,35140
minmin.bnk48office,2018-05-17 16:00:00,34861
natherine.bnk48official,2018-05-17 16:00:00,34073
maira.bnk48official,2018-05-17 16:00:00,34036
faii.bnk48official,2018-05-17 16:00:00,32830
oom.bnk48official,2018-05-17 16:00:00,32512
nine.bnk48official,2018-05-17 16:00:00,30304
pun.bnk48official,2018-05-17 15:00:00,447732
cherprang.bnk48official,2018-05-17 15:00:00,382762
orn.bnk48official,2018-05-17 15:00:00,292041
jennis.bnk48official,2018-05-17 15:00:00,269016
music.bnk48official,2018-05-17 15:00:00,259189
mobile.bnk48official,2018-05-17 15:00:00,255385
noey.bnk48office,2018-05-17 15:00:00,246213
kaimook.bnk48official,2018-05-17 15:00:00,229965
kaew.bnk48official,2018-05-17 15:00:00,207061
tarwaan.bnk48office,2018-05-17 15:00:00,185105
satchan.bnk48official,2018-05-17 15:00:00,181065
namneung.bnk48official,2018-05-17 15:00:00,172586
pupe.bnk48official,2018-05-17 15:00:00,161796
miori.bnk48official,2018-05-17 15:00:00,153972
namsai.bnk48official,2018-05-17 15:00:00,153644
jane.bnk48official,2018-05-17 15:00:00,150746
can.bnk48official,2018-05-17 15:00:00,147073
rinaizuta.bnk48official,2018-05-17 15:00:00,134442
jaa.bnk48official,2018-05-17 15:00:00,133815
korn.bnk48official,2018-05-17 15:00:00,128866
mind.bnk48official,2018-05-17 15:00:00,122705
maysa.bnk48official,2018-05-17 15:00:00,122301
nink.bnk48official,2018-05-17 15:00:00,116279
kate.bnk48official,2018-05-17 15:00:00,108925
piam.bnk48office,2018-05-17 15:00:00,108510
jib.bnk48office,2018-05-17 15:00:00,102101
mewnich.bnk48official,2018-05-17 15:00:00,81113
fond.bnk48office,2018-05-17 15:00:00,70048
june.bnk48office,2018-05-17 15:00:00,68067
ratah.bnk48official,2018-05-17 15:00:00,56373
cake.bnk48official,2018-05-17 15:00:00,50168
bamboo.bnk48office,2018-05-17 15:00:00,48913
aom.bnk48official,2018-05-17 15:00:00,45740
panda.bnk48official,2018-05-17 15:00:00,44102
deenee.bnk48official,2018-05-17 15:00:00,43462
pakwan.bnk48office,2018-05-17 15:00:00,42641
wee.bnk48official,2018-05-17 15:00:00,40894
myyu.bnk48official,2018-05-17 15:00:00,40078
phukkhom.bnk48office,2018-05-17 15:00:00,39700
kheng.bnk48official,2018-05-17 15:00:00,39600
fifa.bnk48official,2018-05-17 15:00:00,39545
niky.bnk48office,2018-05-17 15:00:00,38198
gygee.bnk48official,2018-05-17 15:00:00,36943
new.bnk48official,2018-05-17 15:00:00,36534
khamin.bnk48official,2018-05-17 15:00:00,35447
view.bnk48official,2018-05-17 15:00:00,35129
stang.bnk48office,2018-05-17 15:00:00,35113
minmin.bnk48office,2018-05-17 15:00:00,34831
natherine.bnk48official,2018-05-17 15:00:00,34047
maira.bnk48official,2018-05-17 15:00:00,34001
faii.bnk48official,2018-05-17 15:00:00,32797
oom.bnk48official,2018-05-17 15:00:00,32474
nine.bnk48official,2018-05-17 15:00:00,30274
pun.bnk48official,2018-05-17 14:58:00,447729
cherprang.bnk48official,2018-05-17 14:58:00,382761
orn.bnk48official,2018-05-17 14:58:00,292039
jennis.bnk48official,2018-05-17 14:58:00,269015
music.bnk48official,2018-05-17 14:58:00,259184
mobile.bnk48official,2018-05-17 14:58:00,255383
noey.bnk48office,2018-05-17 14:58:00,246213
kaimook.bnk48official,2018-05-17 14:58:00,229963
kaew.bnk48official,2018-05-17 14:58:00,207059
tarwaan.bnk48office,2018-05-17 14:58:00,185103
satchan.bnk48official,2018-05-17 14:58:00,181063
namneung.bnk48official,2018-05-17 14:58:00,172585
pupe.bnk48official,2018-05-17 14:58:00,161794
miori.bnk48official,2018-05-17 14:58:00,153972
namsai.bnk48official,2018-05-17 14:58:00,153641
jane.bnk48official,2018-05-17 14:58:00,150744
can.bnk48official,2018-05-17 14:58:00,147069
rinaizuta.bnk48official,2018-05-17 14:58:00,134440
jaa.bnk48official,2018-05-17 14:58:00,133813
korn.bnk48official,2018-05-17 14:58:00,128864
mind.bnk48official,2018-05-17 14:58:00,122702
maysa.bnk48official,2018-05-17 14:58:00,122299
nink.bnk48official,2018-05-17 14:58:00,116277
kate.bnk48official,2018-05-17 14:58:00,108923
piam.bnk48office,2018-05-17 14:58:00,108508
jib.bnk48office,2018-05-17 14:58:00,102099
mewnich.bnk48official,2018-05-17 14:58:00,81112
fond.bnk48office,2018-05-17 14:58:00,70048
june.bnk48office,2018-05-17 14:58:00,68068
ratah.bnk48official,2018-05-17 14:58:00,56373
cake.bnk48official,2018-05-17 14:58:00,50168
bamboo.bnk48office,2018-05-17 14:58:00,48911
aom.bnk48official,2018-05-17 14:58:00,45741
panda.bnk48official,2018-05-17 14:58:00,44100
deenee.bnk48official,2018-05-17 14:58:00,43461
pakwan.bnk48office,2018-05-17 14:58:00,42642
wee.bnk48official,2018-05-17 14:58:00,40894
myyu.bnk48official,2018-05-17 14:58:00,40078
phukkhom.bnk48office,2018-05-17 14:58:00,39699
kheng.bnk48official,2018-05-17 14:58:00,39598
fifa.bnk48official,2018-05-17 14:58:00,39544
niky.bnk48office,2018-05-17 14:58:00,38196
gygee.bnk48official,2018-05-17 14:58:00,36941
new.bnk48official,2018-05-17 14:58:00,36533
khamin.bnk48official,2018-05-17 14:58:00,35445
view.bnk48official,2018-05-17 14:58:00,35129
stang.bnk48office,2018-05-17 14:58:00,35112
minmin.bnk48office,2018-05-17 14:58:00,34830
natherine.bnk48official,2018-05-17 14:58:00,34045
maira.bnk48official,2018-05-17 14:58:00,34000
faii.bnk48official,2018-05-17 14:58:00,32795
oom.bnk48official,2018-05-17 14:58:00,32473
nine.bnk48official,2018-05-17 14:58:00,30272
pun.bnk48official,2018-05-17 14:00:02,447636
cherprang.bnk48official,2018-05-17 14:00:02,382595
orn.bnk48official,2018-05-17 14:00:02,291907
jennis.bnk48official,2018-05-17 14:00:02,268911
music.bnk48official,2018-05-17 14:00:02,259078
mobile.bnk48official,2018-05-17 14:00:02,255278
noey.bnk48office,2018-05-17 14:00:02,246133
kaimook.bnk48official,2018-05-17 14:00:02,229873
kaew.bnk48official,2018-05-17 14:00:02,206952
tarwaan.bnk48office,2018-05-17 14:00:02,185032
satchan.bnk48official,2018-05-17 14:00:02,180986
namneung.bnk48official,2018-05-17 14:00:02,172510
pupe.bnk48official,2018-05-17 14:00:02,161728
miori.bnk48official,2018-05-17 14:00:02,153886
namsai.bnk48official,2018-05-17 14:00:02,153594
jane.bnk48official,2018-05-17 14:00:02,150683
can.bnk48official,2018-05-17 14:00:02,147017
rinaizuta.bnk48official,2018-05-17 14:00:02,134397
jaa.bnk48official,2018-05-17 14:00:02,133753
korn.bnk48official,2018-05-17 14:00:02,128800
mind.bnk48official,2018-05-17 14:00:02,122650
maysa.bnk48official,2018-05-17 14:00:02,122246
nink.bnk48official,2018-05-17 14:00:02,116226
kate.bnk48official,2018-05-17 14:00:02,108884
piam.bnk48office,2018-05-17 14:00:02,108474
jib.bnk48office,2018-05-17 14:00:02,102060
mewnich.bnk48official,2018-05-17 14:00:02,81044
fond.bnk48office,2018-05-17 14:00:02,69962
june.bnk48office,2018-05-17 14:00:02,68020
cake.bnk48official,2018-05-17 14:00:02,50142
bamboo.bnk48office,2018-05-17 14:00:02,48873
aom.bnk48official,2018-05-17 14:00:02,45709
panda.bnk48official,2018-05-17 14:00:02,44067
deenee.bnk48official,2018-05-17 14:00:02,43440
pakwan.bnk48office,2018-05-17 14:00:02,42606
wee.bnk48official,2018-05-17 14:00:02,40852
myyu.bnk48official,2018-05-17 14:00:02,40049
phukkhom.bnk48office,2018-05-17 14:00:02,39657
kheng.bnk48official,2018-05-17 14:00:02,39563
fifa.bnk48official,2018-05-17 14:00:02,39518
niky.bnk48office,2018-05-17 14:00:02,38165
gygee.bnk48official,2018-05-17 14:00:02,36910
new.bnk48official,2018-05-17 14:00:02,36489
khamin.bnk48official,2018-05-17 14:00:02,35416
view.bnk48official,2018-05-17 14:00:02,35096
stang.bnk48office,2018-05-17 14:00:02,35081
minmin.bnk48office,2018-05-17 14:00:02,34798
natherine.bnk48official,2018-05-17 14:00:02,34023
maira.bnk48official,2018-05-17 14:00:02,33968
faii.bnk48official,2018-05-17 14:00:02,32766
oom.bnk48official,2018-05-17 14:00:02,32440
nine.bnk48official,2018-05-17 14:00:02,30244
pun.bnk48official,2018-05-17 13:00:03,447492
cherprang.bnk48official,2018-05-17 13:00:03,382381
orn.bnk48official,2018-05-17 13:00:03,291772
jennis.bnk48official,2018-05-17 13:00:03,268799
music.bnk48official,2018-05-17 13:00:03,258949
mobile.bnk48official,2018-05-17 13:00:03,255153
noey.bnk48office,2018-05-17 13:00:03,246028
kaimook.bnk48official,2018-05-17 13:00:03,229764
kaew.bnk48official,2018-05-17 13:00:03,206844
tarwaan.bnk48office,2018-05-17 13:00:03,184955
satchan.bnk48official,2018-05-17 13:00:03,180895
namneung.bnk48official,2018-05-17 13:00:03,172426
pupe.bnk48official,2018-05-17 13:00:03,161652
miori.bnk48official,2018-05-17 13:00:03,153807
namsai.bnk48official,2018-05-17 13:00:03,153530
jane.bnk48official,2018-05-17 13:00:03,150616
can.bnk48official,2018-05-17 13:00:03,146952
rinaizuta.bnk48official,2018-05-17 13:00:03,134336
jaa.bnk48official,2018-05-17 13:00:03,133680
korn.bnk48official,2018-05-17 13:00:03,128740
mind.bnk48official,2018-05-17 13:00:03,122599
maysa.bnk48official,2018-05-17 13:00:03,122194
nink.bnk48official,2018-05-17 13:00:03,116193
kate.bnk48official,2018-05-17 13:00:03,108842
piam.bnk48office,2018-05-17 13:00:03,108430
jib.bnk48office,2018-05-17 13:00:03,102023
mewnich.bnk48official,2018-05-17 13:00:03,80960
fond.bnk48office,2018-05-17 13:00:03,69875
june.bnk48office,2018-05-17 13:00:03,67966
cake.bnk48official,2018-05-17 13:00:03,50110
bamboo.bnk48office,2018-05-17 13:00:03,48833
aom.bnk48official,2018-05-17 13:00:03,45665
panda.bnk48official,2018-05-17 13:00:03,44033
deenee.bnk48official,2018-05-17 13:00:03,43418
pakwan.bnk48office,2018-05-17 13:00:03,42571
wee.bnk48official,2018-05-17 13:00:03,40815
myyu.bnk48official,2018-05-17 13:00:03,40007
phukkhom.bnk48office,2018-05-17 13:00:03,39618
kheng.bnk48official,2018-05-17 13:00:03,39522
fifa.bnk48official,2018-05-17 13:00:03,39500
niky.bnk48office,2018-05-17 13:00:03,38138
gygee.bnk48official,2018-05-17 13:00:03,36881
new.bnk48official,2018-05-17 13:00:03,36442
khamin.bnk48official,2018-05-17 13:00:03,35387
view.bnk48official,2018-05-17 13:00:03,35065
stang.bnk48office,2018-05-17 13:00:03,35059
minmin.bnk48office,2018-05-17 13:00:03,34770
natherine.bnk48official,2018-05-17 13:00:03,33996
maira.bnk48official,2018-05-17 13:00:03,33937
faii.bnk48official,2018-05-17 13:00:03,32735
oom.bnk48official,2018-05-17 13:00:03,32408
nine.bnk48official,2018-05-17 13:00:03,30208
pun.bnk48official,2018-05-17 12:00:03,447357
cherprang.bnk48official,2018-05-17 12:00:03,382303
orn.bnk48official,2018-05-17 12:00:03,291681
jennis.bnk48official,2018-05-17 12:00:03,268715
music.bnk48official,2018-05-17 12:00:03,258881
mobile.bnk48official,2018-05-17 12:00:03,255077
noey.bnk48office,2018-05-17 12:00:03,245948
kaimook.bnk48official,2018-05-17 12:00:03,229694
kaew.bnk48official,2018-05-17 12:00:03,206791
tarwaan.bnk48office,2018-05-17 12:00:03,184906
satchan.bnk48official,2018-05-17 12:00:03,180840
namneung.bnk48official,2018-05-17 12:00:03,172379
pupe.bnk48official,2018-05-17 12:00:03,161602
miori.bnk48official,2018-05-17 12:00:03,153767
namsai.bnk48official,2018-05-17 12:00:03,153487
jane.bnk48official,2018-05-17 12:00:03,150576
can.bnk48official,2018-05-17 12:00:03,146917
rinaizuta.bnk48official,2018-05-17 12:00:03,134287
jaa.bnk48official,2018-05-17 12:00:03,133637
korn.bnk48official,2018-05-17 12:00:03,128695
mind.bnk48official,2018-05-17 12:00:03,122557
maysa.bnk48official,2018-05-17 12:00:03,122159
nink.bnk48official,2018-05-17 12:00:03,116160
kate.bnk48official,2018-05-17 12:00:03,108804
piam.bnk48office,2018-05-17 12:00:03,108402
jib.bnk48office,2018-05-17 12:00:03,101992
mewnich.bnk48official,2018-05-17 12:00:03,80888
fond.bnk48office,2018-05-17 12:00:03,69825
june.bnk48office,2018-05-17 12:00:03,67900
cake.bnk48official,2018-05-17 12:00:03,50075
bamboo.bnk48office,2018-05-17 12:00:03,48780
aom.bnk48official,2018-05-17 12:00:03,45624
panda.bnk48official,2018-05-17 12:00:03,43996
deenee.bnk48official,2018-05-17 12:00:03,43383
pakwan.bnk48office,2018-05-17 12:00:03,42532
wee.bnk48official,2018-05-17 12:00:03,40774
myyu.bnk48official,2018-05-17 12:00:03,39963
phukkhom.bnk48office,2018-05-17 12:00:03,39580
kheng.bnk48official,2018-05-17 12:00:03,39480
fifa.bnk48official,2018-05-17 12:00:03,39464
niky.bnk48office,2018-05-17 12:00:03,38105
gygee.bnk48official,2018-05-17 12:00:03,36845
new.bnk48official,2018-05-17 12:00:03,36406
khamin.bnk48official,2018-05-17 12:00:03,35349
view.bnk48official,2018-05-17 12:00:03,35026
stang.bnk48office,2018-05-17 12:00:03,35024
minmin.bnk48office,2018-05-17 12:00:03,34730
natherine.bnk48official,2018-05-17 12:00:03,33965
maira.bnk48official,2018-05-17 12:00:03,33899
faii.bnk48official,2018-05-17 12:00:03,32697
oom.bnk48official,2018-05-17 12:00:03,32368
nine.bnk48official,2018-05-17 12:00:03,30172
pun.bnk48official,2018-05-17 11:00:02,447239
cherprang.bnk48official,2018-05-17 11:00:02,382233
orn.bnk48official,2018-05-17 11:00:02,291578
jennis.bnk48official,2018-05-17 11:00:02,268640
music.bnk48official,2018-05-17 11:00:02,258793
mobile.bnk48official,2018-05-17 11:00:02,254987
noey.bnk48office,2018-05-17 11:00:02,245873
kaimook.bnk48official,2018-05-17 11:00:02,229622
kaew.bnk48official,2018-05-17 11:00:02,206723
tarwaan.bnk48office,2018-05-17 11:00:02,184853
satchan.bnk48official,2018-05-17 11:00:02,180768
namneung.bnk48official,2018-05-17 11:00:02,172325
pupe.bnk48official,2018-05-17 11:00:02,161555
miori.bnk48official,2018-05-17 11:00:02,153726
namsai.bnk48official,2018-05-17 11:00:02,153444
jane.bnk48official,2018-05-17 11:00:02,150524
can.bnk48official,2018-05-17 11:00:02,146871
rinaizuta.bnk48official,2018-05-17 11:00:02,134246
jaa.bnk48official,2018-05-17 11:00:02,133590
korn.bnk48official,2018-05-17 11:00:02,128653
mind.bnk48official,2018-05-17 11:00:02,122521
maysa.bnk48official,2018-05-17 11:00:02,122122
nink.bnk48official,2018-05-17 11:00:02,116126
kate.bnk48official,2018-05-17 11:00:02,108766
piam.bnk48office,2018-05-17 11:00:02,108374
jib.bnk48office,2018-05-17 11:00:02,101965
mewnich.bnk48official,2018-05-17 11:00:02,80835
fond.bnk48office,2018-05-17 11:00:02,69768
june.bnk48office,2018-05-17 11:00:02,67848
cake.bnk48official,2018-05-17 11:00:02,50050
bamboo.bnk48office,2018-05-17 11:00:02,48734
aom.bnk48official,2018-05-17 11:00:02,45591
panda.bnk48official,2018-05-17 11:00:02,43971
deenee.bnk48official,2018-05-17 11:00:02,43357
pakwan.bnk48office,2018-05-17 11:00:02,42498
wee.bnk48official,2018-05-17 11:00:02,40742
myyu.bnk48official,2018-05-17 11:00:02,39928
phukkhom.bnk48office,2018-05-17 11:00:02,39544
kheng.bnk48official,2018-05-17 11:00:02,39448
fifa.bnk48official,2018-05-17 11:00:02,39440
niky.bnk48office,2018-05-17 11:00:02,38072
gygee.bnk48official,2018-05-17 11:00:02,36820
new.bnk48official,2018-05-17 11:00:02,36373
khamin.bnk48official,2018-05-17 11:00:02,35322
stang.bnk48office,2018-05-17 11:00:02,34997
view.bnk48official,2018-05-17 11:00:02,34995
minmin.bnk48office,2018-05-17 11:00:02,34698
natherine.bnk48official,2018-05-17 11:00:02,33939
maira.bnk48official,2018-05-17 11:00:02,33875
faii.bnk48official,2018-05-17 11:00:02,32670
oom.bnk48official,2018-05-17 11:00:02,32336
nine.bnk48official,2018-05-17 11:00:02,30145
pun.bnk48official,2018-05-17 10:00:02,447127
cherprang.bnk48official,2018-05-17 10:00:02,382174
orn.bnk48official,2018-05-17 10:00:02,291506
jennis.bnk48official,2018-05-17 10:00:02,268575
music.bnk48official,2018-05-17 10:00:02,258721
mobile.bnk48official,2018-05-17 10:00:02,254914
noey.bnk48office,2018-05-17 10:00:02,245798
kaimook.bnk48official,2018-05-17 10:00:02,229571
kaew.bnk48official,2018-05-17 10:00:02,206667
tarwaan.bnk48office,2018-05-17 10:00:02,184806
satchan.bnk48official,2018-05-17 10:00:02,180719
namneung.bnk48official,2018-05-17 10:00:02,172283
pupe.bnk48official,2018-05-17 10:00:02,161510
miori.bnk48official,2018-05-17 10:00:02,153692
namsai.bnk48official,2018-05-17 10:00:02,153407
jane.bnk48official,2018-05-17 10:00:02,150483
can.bnk48official,2018-05-17 10:00:02,146828
rinaizuta.bnk48official,2018-05-17 10:00:02,134213
jaa.bnk48official,2018-05-17 10:00:02,133554
korn.bnk48official,2018-05-17 10:00:02,128611
mind.bnk48official,2018-05-17 10:00:02,122490
maysa.bnk48official,2018-05-17 10:00:02,122084
nink.bnk48official,2018-05-17 10:00:02,116104
kate.bnk48official,2018-05-17 10:00:02,108740
piam.bnk48office,2018-05-17 10:00:02,108349
jib.bnk48office,2018-05-17 10:00:02,101948
mewnich.bnk48official,2018-05-17 10:00:02,80782
fond.bnk48office,2018-05-17 10:00:02,69708
june.bnk48office,2018-05-17 10:00:02,67805
cake.bnk48official,2018-05-17 10:00:02,50021
bamboo.bnk48office,2018-05-17 10:00:02,48706
aom.bnk48official,2018-05-17 10:00:02,45559
panda.bnk48official,2018-05-17 10:00:02,43949
deenee.bnk48official,2018-05-17 10:00:02,43336
pakwan.bnk48office,2018-05-17 10:00:02,42468
wee.bnk48official,2018-05-17 10:00:02,40720
myyu.bnk48official,2018-05-17 10:00:02,39904
phukkhom.bnk48office,2018-05-17 10:00:02,39518
fifa.bnk48official,2018-05-17 10:00:02,39423
kheng.bnk48official,2018-05-17 10:00:02,39422
niky.bnk48office,2018-05-17 10:00:02,38054
gygee.bnk48official,2018-05-17 10:00:02,36788
new.bnk48official,2018-05-17 10:00:02,36330
khamin.bnk48official,2018-05-17 10:00:02,35299
stang.bnk48office,2018-05-17 10:00:02,34976
view.bnk48official,2018-05-17 10:00:02,34964
minmin.bnk48office,2018-05-17 10:00:02,34671
natherine.bnk48official,2018-05-17 10:00:02,33918
maira.bnk48official,2018-05-17 10:00:02,33858
faii.bnk48official,2018-05-17 10:00:02,32650
oom.bnk48official,2018-05-17 10:00:02,32310
nine.bnk48official,2018-05-17 10:00:02,30124
pun.bnk48official,2018-05-17 09:00:02,447027
cherprang.bnk48official,2018-05-17 09:00:02,382123
orn.bnk48official,2018-05-17 09:00:02,291431
jennis.bnk48official,2018-05-17 09:00:02,268512
music.bnk48official,2018-05-17 09:00:02,258660
mobile.bnk48official,2018-05-17 09:00:02,254856
noey.bnk48office,2018-05-17 09:00:02,245745
kaimook.bnk48official,2018-05-17 09:00:02,229516
kaew.bnk48official,2018-05-17 09:00:02,206607
tarwaan.bnk48office,2018-05-17 09:00:02,184762
satchan.bnk48official,2018-05-17 09:00:02,180673
namneung.bnk48official,2018-05-17 09:00:02,172152
pupe.bnk48official,2018-05-17 09:00:02,161473
miori.bnk48official,2018-05-17 09:00:02,153665
namsai.bnk48official,2018-05-17 09:00:02,153371
jane.bnk48official,2018-05-17 09:00:02,150448
can.bnk48official,2018-05-17 09:00:02,146803
rinaizuta.bnk48official,2018-05-17 09:00:02,134187
jaa.bnk48official,2018-05-17 09:00:02,133525
korn.bnk48official,2018-05-17 09:00:02,128575
mind.bnk48official,2018-05-17 09:00:02,122462
maysa.bnk48official,2018-05-17 09:00:02,122056
nink.bnk48official,2018-05-17 09:00:02,116073
kate.bnk48official,2018-05-17 09:00:02,108723
piam.bnk48office,2018-05-17 09:00:02,108329
jib.bnk48office,2018-05-17 09:00:02,101933
mewnich.bnk48official,2018-05-17 09:00:02,80740
fond.bnk48office,2018-05-17 09:00:02,69649
june.bnk48office,2018-05-17 09:00:02,67765
cake.bnk48official,2018-05-17 09:00:02,49990
bamboo.bnk48office,2018-05-17 09:00:02,48674
aom.bnk48official,2018-05-17 09:00:02,45525
panda.bnk48official,2018-05-17 09:00:02,43924
deenee.bnk48official,2018-05-17 09:00:02,43314
pakwan.bnk48office,2018-05-17 09:00:02,42438
wee.bnk48official,2018-05-17 09:00:02,40693
myyu.bnk48official,2018-05-17 09:00:02,39878
phukkhom.bnk48office,2018-05-17 09:00:02,39485
fifa.bnk48official,2018-05-17 09:00:02,39401
kheng.bnk48official,2018-05-17 09:00:02,39396
niky.bnk48office,2018-05-17 09:00:02,38030
gygee.bnk48official,2018-05-17 09:00:02,36756
new.bnk48official,2018-05-17 09:00:02,36297
khamin.bnk48official,2018-05-17 09:00:02,35271
stang.bnk48office,2018-05-17 09:00:02,34954
view.bnk48official,2018-05-17 09:00:02,34932
minmin.bnk48office,2018-05-17 09:00:02,34643
natherine.bnk48official,2018-05-17 09:00:02,33891
maira.bnk48official,2018-05-17 09:00:02,33826
faii.bnk48official,2018-05-17 09:00:02,32623
oom.bnk48official,2018-05-17 09:00:02,32283
nine.bnk48official,2018-05-17 09:00:02,30095
pun.bnk48official,2018-05-17 08:00:02,446948
cherprang.bnk48official,2018-05-17 08:00:02,382079
orn.bnk48official,2018-05-17 08:00:02,291369
jennis.bnk48official,2018-05-17 08:00:02,268468
music.bnk48official,2018-05-17 08:00:02,258612
mobile.bnk48official,2018-05-17 08:00:02,254799
noey.bnk48office,2018-05-17 08:00:02,245700
kaimook.bnk48official,2018-05-17 08:00:02,229474
kaew.bnk48official,2018-05-17 08:00:02,206565
tarwaan.bnk48office,2018-05-17 08:00:02,184730
satchan.bnk48official,2018-05-17 08:00:02,180641
namneung.bnk48official,2018-05-17 08:00:02,172116
pupe.bnk48official,2018-05-17 08:00:02,161445
miori.bnk48official,2018-05-17 08:00:02,153643
namsai.bnk48official,2018-05-17 08:00:02,153353
jane.bnk48official,2018-05-17 08:00:02,150425
can.bnk48official,2018-05-17 08:00:02,146780
rinaizuta.bnk48official,2018-05-17 08:00:02,134170
jaa.bnk48official,2018-05-17 08:00:02,133505
korn.bnk48official,2018-05-17 08:00:02,128557
mind.bnk48official,2018-05-17 08:00:02,122437
maysa.bnk48official,2018-05-17 08:00:02,122033
nink.bnk48official,2018-05-17 08:00:02,116055
kate.bnk48official,2018-05-17 08:00:02,108706
piam.bnk48office,2018-05-17 08:00:02,108312
jib.bnk48office,2018-05-17 08:00:02,101917
mewnich.bnk48official,2018-05-17 08:00:02,80693
fond.bnk48office,2018-05-17 08:00:02,69611
june.bnk48office,2018-05-17 08:00:02,67743
cake.bnk48official,2018-05-17 08:00:02,49975
bamboo.bnk48office,2018-05-17 08:00:02,48657
aom.bnk48official,2018-05-17 08:00:02,45502
panda.bnk48official,2018-05-17 08:00:02,43911
deenee.bnk48official,2018-05-17 08:00:02,43302
pakwan.bnk48office,2018-05-17 08:00:02,42416
wee.bnk48official,2018-05-17 08:00:02,40667
myyu.bnk48official,2018-05-17 08:00:02,39859
phukkhom.bnk48office,2018-05-17 08:00:02,39466
fifa.bnk48official,2018-05-17 08:00:02,39390
kheng.bnk48official,2018-05-17 08:00:02,39376
niky.bnk48office,2018-05-17 08:00:02,38011
gygee.bnk48official,2018-05-17 08:00:02,36740
new.bnk48official,2018-05-17 08:00:02,36279
khamin.bnk48official,2018-05-17 08:00:02,35256
stang.bnk48office,2018-05-17 08:00:02,34942
view.bnk48official,2018-05-17 08:00:02,34915
minmin.bnk48office,2018-05-17 08:00:02,34626
natherine.bnk48official,2018-05-17 08:00:02,33874
maira.bnk48official,2018-05-17 08:00:02,33809
faii.bnk48official,2018-05-17 08:00:02,32610
oom.bnk48official,2018-05-17 08:00:02,32263
nine.bnk48official,2018-05-17 08:00:02,30078
pun.bnk48official,2018-05-17 07:00:02,446878
cherprang.bnk48official,2018-05-17 07:00:02,382021
orn.bnk48official,2018-05-17 07:00:02,291303
jennis.bnk48official,2018-05-17 07:00:02,268413
music.bnk48official,2018-05-17 07:00:02,258564
mobile.bnk48official,2018-05-17 07:00:02,254752
noey.bnk48office,2018-05-17 07:00:02,245663
kaimook.bnk48official,2018-05-17 07:00:02,229423
kaew.bnk48official,2018-05-17 07:00:02,206527
tarwaan.bnk48office,2018-05-17 07:00:02,184703
satchan.bnk48official,2018-05-17 07:00:02,180609
namneung.bnk48official,2018-05-17 07:00:02,172083
pupe.bnk48official,2018-05-17 07:00:02,161412
miori.bnk48official,2018-05-17 07:00:02,153619
namsai.bnk48official,2018-05-17 07:00:02,153326
jane.bnk48official,2018-05-17 07:00:02,150395
can.bnk48official,2018-05-17 07:00:02,146760
rinaizuta.bnk48official,2018-05-17 07:00:02,134150
jaa.bnk48official,2018-05-17 07:00:02,133478
korn.bnk48official,2018-05-17 07:00:02,128531
mind.bnk48official,2018-05-17 07:00:02,122421
maysa.bnk48official,2018-05-17 07:00:02,122020
nink.bnk48official,2018-05-17 07:00:02,116039
kate.bnk48official,2018-05-17 07:00:02,108690
piam.bnk48office,2018-05-17 07:00:02,108304
jib.bnk48office,2018-05-17 07:00:02,101904
mewnich.bnk48official,2018-05-17 07:00:02,80660
fond.bnk48office,2018-05-17 07:00:02,69579
june.bnk48office,2018-05-17 07:00:02,67720
cake.bnk48official,2018-05-17 07:00:02,49954
bamboo.bnk48office,2018-05-17 07:00:02,48642
aom.bnk48official,2018-05-17 07:00:02,45482
panda.bnk48official,2018-05-17 07:00:02,43898
deenee.bnk48official,2018-05-17 07:00:02,43291
pakwan.bnk48office,2018-05-17 07:00:02,42397
wee.bnk48official,2018-05-17 07:00:02,40641
myyu.bnk48official,2018-05-17 07:00:02,39843
phukkhom.bnk48office,2018-05-17 07:00:02,39450
fifa.bnk48official,2018-05-17 07:00:02,39380
