name,datetime (utc timezone),followed
fond.bnk48office,2018-05-27 09:00:00,78851
june.bnk48office,2018-05-27 09:00:00,75609
ratah.bnk48official,2018-05-27 09:00:00,62860
cake.bnk48official,2018-05-27 09:00:00,55654
bamboo.bnk48office,2018-05-27 09:00:00,54769
aom.bnk48official,2018-05-27 09:00:00,49499
panda.bnk48official,2018-05-27 09:00:00,47911
pakwan.bnk48office,2018-05-27 09:00:00,47407
deenee.bnk48official,2018-05-27 09:00:00,46981
myyu.bnk48official,2018-05-27 09:00:00,46780
wee.bnk48official,2018-05-27 09:00:00,45867
kheng.bnk48official,2018-05-27 09:00:00,44769
phukkhom.bnk48office,2018-05-27 09:00:00,44150
niky.bnk48office,2018-05-27 09:00:00,43572
fifa.bnk48official,2018-05-27 09:00:00,42649
new.bnk48official,2018-05-27 09:00:00,41628
gygee.bnk48official,2018-05-27 09:00:00,40827
view.bnk48official,2018-05-27 09:00:00,39750
khamin.bnk48official,2018-05-27 09:00:00,39616
stang.bnk48office,2018-05-27 09:00:00,39434
minmin.bnk48office,2018-05-27 09:00:00,39171
natherine.bnk48official,2018-05-27 09:00:00,38024
maira.bnk48official,2018-05-27 09:00:00,37962
oom.bnk48official,2018-05-27 09:00:00,37289
faii.bnk48official,2018-05-27 09:00:00,37073
nine.bnk48official,2018-05-27 09:00:00,34265
pun.bnk48official,2018-05-27 08:00:00,462696
cherprang.bnk48official,2018-05-27 08:00:00,392979
orn.bnk48official,2018-05-27 08:00:00,305994
jennis.bnk48official,2018-05-27 08:00:00,279605
music.bnk48official,2018-05-27 08:00:00,270737
mobile.bnk48official,2018-05-27 08:00:00,267656
noey.bnk48office,2018-05-27 08:00:00,256492
kaimook.bnk48official,2018-05-27 08:00:00,239582
kaew.bnk48official,2018-05-27 08:00:00,216914
tarwaan.bnk48office,2018-05-27 08:00:00,193491
satchan.bnk48official,2018-05-27 08:00:00,188968
namneung.bnk48official,2018-05-27 08:00:00,180335
pupe.bnk48official,2018-05-27 08:00:00,168989
namsai.bnk48official,2018-05-27 08:00:00,160570
miori.bnk48official,2018-05-27 08:00:00,159614
jane.bnk48official,2018-05-27 08:00:00,157980
can.bnk48official,2018-05-27 08:00:00,152683
jaa.bnk48official,2018-05-27 08:00:00,139313
rinaizuta.bnk48official,2018-05-27 08:00:00,138959
korn.bnk48official,2018-05-27 08:00:00,135539
mind.bnk48official,2018-05-27 08:00:00,128224
maysa.bnk48official,2018-05-27 08:00:00,127953
nink.bnk48official,2018-05-27 08:00:00,120458
kate.bnk48official,2018-05-27 08:00:00,112833
piam.bnk48office,2018-05-27 08:00:00,112786
jib.bnk48office,2018-05-27 08:00:00,106362
mewnich.bnk48official,2018-05-27 08:00:00,90383
fond.bnk48office,2018-05-27 08:00:00,78806
june.bnk48office,2018-05-27 08:00:00,75566
ratah.bnk48official,2018-05-27 08:00:00,62827
cake.bnk48official,2018-05-27 08:00:00,55623
bamboo.bnk48office,2018-05-27 08:00:00,54743
aom.bnk48official,2018-05-27 08:00:00,49482
panda.bnk48official,2018-05-27 08:00:00,47895
pakwan.bnk48office,2018-05-27 08:00:00,47381
deenee.bnk48official,2018-05-27 08:00:00,46963
myyu.bnk48official,2018-05-27 08:00:00,46838
wee.bnk48official,2018-05-27 08:00:00,45836
kheng.bnk48official,2018-05-27 08:00:00,44735
phukkhom.bnk48office,2018-05-27 08:00:00,44123
niky.bnk48office,2018-05-27 08:00:00,43543
fifa.bnk48official,2018-05-27 08:00:00,42628
new.bnk48official,2018-05-27 08:00:00,41605
gygee.bnk48official,2018-05-27 08:00:00,40801
view.bnk48official,2018-05-27 08:00:00,39711
khamin.bnk48official,2018-05-27 08:00:00,39590
stang.bnk48office,2018-05-27 08:00:00,39409
minmin.bnk48office,2018-05-27 08:00:00,39141
natherine.bnk48official,2018-05-27 08:00:00,37998
maira.bnk48official,2018-05-27 08:00:00,37943
oom.bnk48official,2018-05-27 08:00:00,37260
faii.bnk48official,2018-05-27 08:00:00,37039
nine.bnk48official,2018-05-27 08:00:00,34242
pun.bnk48official,2018-05-27 07:00:00,462615
cherprang.bnk48official,2018-05-27 07:00:00,392928
orn.bnk48official,2018-05-27 07:00:00,305921
jennis.bnk48official,2018-05-27 07:00:00,279531
music.bnk48official,2018-05-27 07:00:00,270638
mobile.bnk48official,2018-05-27 07:00:00,267585
noey.bnk48office,2018-05-27 07:00:00,256430
kaimook.bnk48official,2018-05-27 07:00:00,239526
kaew.bnk48official,2018-05-27 07:00:00,216859
tarwaan.bnk48office,2018-05-27 07:00:00,193443
satchan.bnk48official,2018-05-27 07:00:00,188909
namneung.bnk48official,2018-05-27 07:00:00,180287
pupe.bnk48official,2018-05-27 07:00:00,168950
namsai.bnk48official,2018-05-27 07:00:00,160538
miori.bnk48official,2018-05-27 07:00:00,159582
jane.bnk48official,2018-05-27 07:00:00,157916
can.bnk48official,2018-05-27 07:00:00,152652
jaa.bnk48official,2018-05-27 07:00:00,139283
rinaizuta.bnk48official,2018-05-27 07:00:00,138937
korn.bnk48official,2018-05-27 07:00:00,135507
mind.bnk48official,2018-05-27 07:00:00,128189
maysa.bnk48official,2018-05-27 07:00:00,127922
nink.bnk48official,2018-05-27 07:00:00,120431
kate.bnk48official,2018-05-27 07:00:00,112809
piam.bnk48office,2018-05-27 07:00:00,112761
jib.bnk48office,2018-05-27 07:00:00,106337
mewnich.bnk48official,2018-05-27 07:00:00,90322
fond.bnk48office,2018-05-27 07:00:00,78763
june.bnk48office,2018-05-27 07:00:00,75531
ratah.bnk48official,2018-05-27 07:00:00,62800
cake.bnk48official,2018-05-27 07:00:00,55593
bamboo.bnk48office,2018-05-27 07:00:00,54715
aom.bnk48official,2018-05-27 07:00:00,49458
panda.bnk48official,2018-05-27 07:00:00,47871
pakwan.bnk48office,2018-05-27 07:00:00,47349
deenee.bnk48official,2018-05-27 07:00:00,46942
wee.bnk48official,2018-05-27 07:00:00,45809
myyu.bnk48official,2018-05-27 07:00:00,45676
kheng.bnk48official,2018-05-27 07:00:00,44712
phukkhom.bnk48office,2018-05-27 07:00:00,44099
niky.bnk48office,2018-05-27 07:00:00,43519
fifa.bnk48official,2018-05-27 07:00:00,42605
new.bnk48official,2018-05-27 07:00:00,41572
gygee.bnk48official,2018-05-27 07:00:00,40777
view.bnk48official,2018-05-27 07:00:00,39684
khamin.bnk48official,2018-05-27 07:00:00,39564
stang.bnk48office,2018-05-27 07:00:00,39383
minmin.bnk48office,2018-05-27 07:00:00,39111
natherine.bnk48official,2018-05-27 07:00:00,37971
maira.bnk48official,2018-05-27 07:00:00,37919
oom.bnk48official,2018-05-27 07:00:00,37233
faii.bnk48official,2018-05-27 07:00:00,37014
nine.bnk48official,2018-05-27 07:00:00,34219
pun.bnk48official,2018-05-27 06:00:00,462535
cherprang.bnk48official,2018-05-27 06:00:00,392880
orn.bnk48official,2018-05-27 06:00:00,305843
jennis.bnk48official,2018-05-27 06:00:00,279461
music.bnk48official,2018-05-27 06:00:00,270559
mobile.bnk48official,2018-05-27 06:00:00,267516
noey.bnk48office,2018-05-27 06:00:00,256367
kaimook.bnk48official,2018-05-27 06:00:00,239471
kaew.bnk48official,2018-05-27 06:00:00,216806
tarwaan.bnk48office,2018-05-27 06:00:00,193392
satchan.bnk48official,2018-05-27 06:00:00,188866
namneung.bnk48official,2018-05-27 06:00:00,180237
pupe.bnk48official,2018-05-27 06:00:00,168909
namsai.bnk48official,2018-05-27 06:00:00,160501
miori.bnk48official,2018-05-27 06:00:00,159556
jane.bnk48official,2018-05-27 06:00:00,157846
can.bnk48official,2018-05-27 06:00:00,152617
jaa.bnk48official,2018-05-27 06:00:00,139255
rinaizuta.bnk48official,2018-05-27 06:00:00,138911
korn.bnk48official,2018-05-27 06:00:00,135472
mind.bnk48official,2018-05-27 06:00:00,128158
maysa.bnk48official,2018-05-27 06:00:00,127893
nink.bnk48official,2018-05-27 06:00:00,120413
kate.bnk48official,2018-05-27 06:00:00,112789
piam.bnk48office,2018-05-27 06:00:00,112738
jib.bnk48office,2018-05-27 06:00:00,106322
mewnich.bnk48official,2018-05-27 06:00:00,90260
fond.bnk48office,2018-05-27 06:00:00,78720
june.bnk48office,2018-05-27 06:00:00,75498
ratah.bnk48official,2018-05-27 06:00:00,62775
cake.bnk48official,2018-05-27 06:00:00,55572
bamboo.bnk48office,2018-05-27 06:00:00,54685
aom.bnk48official,2018-05-27 06:00:00,49436
panda.bnk48official,2018-05-27 06:00:00,47847
pakwan.bnk48office,2018-05-27 06:00:00,47327
deenee.bnk48official,2018-05-27 06:00:00,46924
wee.bnk48official,2018-05-27 06:00:00,45785
myyu.bnk48official,2018-05-27 06:00:00,45652
kheng.bnk48official,2018-05-27 06:00:00,44685
phukkhom.bnk48office,2018-05-27 06:00:00,44075
niky.bnk48office,2018-05-27 06:00:00,43499
fifa.bnk48official,2018-05-27 06:00:00,42588
new.bnk48official,2018-05-27 06:00:00,41548
gygee.bnk48official,2018-05-27 06:00:00,40764
view.bnk48official,2018-05-27 06:00:00,39665
khamin.bnk48official,2018-05-27 06:00:00,39546
stang.bnk48office,2018-05-27 06:00:00,39360
minmin.bnk48office,2018-05-27 06:00:00,39093
natherine.bnk48official,2018-05-27 06:00:00,37956
maira.bnk48official,2018-05-27 06:00:00,37902
oom.bnk48official,2018-05-27 06:00:00,37212
faii.bnk48official,2018-05-27 06:00:00,36997
nine.bnk48official,2018-05-27 06:00:00,34206
pun.bnk48official,2018-05-27 05:00:00,462465
cherprang.bnk48official,2018-05-27 05:00:00,392849
orn.bnk48official,2018-05-27 05:00:00,305757
jennis.bnk48official,2018-05-27 05:00:00,279415
music.bnk48official,2018-05-27 05:00:00,270508
mobile.bnk48official,2018-05-27 05:00:00,267466
noey.bnk48office,2018-05-27 05:00:00,256311
kaimook.bnk48official,2018-05-27 05:00:00,239440
kaew.bnk48official,2018-05-27 05:00:00,216760
tarwaan.bnk48office,2018-05-27 05:00:00,193347
satchan.bnk48official,2018-05-27 05:00:00,188829
namneung.bnk48official,2018-05-27 05:00:00,180193
pupe.bnk48official,2018-05-27 05:00:00,168865
namsai.bnk48official,2018-05-27 05:00:00,160468
miori.bnk48official,2018-05-27 05:00:00,159522
jane.bnk48official,2018-05-27 05:00:00,157788
can.bnk48official,2018-05-27 05:00:00,152582
jaa.bnk48official,2018-05-27 05:00:00,139226
rinaizuta.bnk48official,2018-05-27 05:00:00,138883
korn.bnk48official,2018-05-27 05:00:00,135433
mind.bnk48official,2018-05-27 05:00:00,128129
maysa.bnk48official,2018-05-27 05:00:00,127857
nink.bnk48official,2018-05-27 05:00:00,120388
kate.bnk48official,2018-05-27 05:00:00,112765
piam.bnk48office,2018-05-27 05:00:00,112714
jib.bnk48office,2018-05-27 05:00:00,106302
mewnich.bnk48official,2018-05-27 05:00:00,90209
fond.bnk48office,2018-05-27 05:00:00,78677
june.bnk48office,2018-05-27 05:00:00,75462
ratah.bnk48official,2018-05-27 05:00:00,62745
cake.bnk48official,2018-05-27 05:00:00,55541
bamboo.bnk48office,2018-05-27 05:00:00,54652
aom.bnk48official,2018-05-27 05:00:00,49418
panda.bnk48official,2018-05-27 05:00:00,47834
pakwan.bnk48office,2018-05-27 05:00:00,47308
deenee.bnk48official,2018-05-27 05:00:00,46910
wee.bnk48official,2018-05-27 05:00:00,45763
myyu.bnk48official,2018-05-27 05:00:00,45630
kheng.bnk48official,2018-05-27 05:00:00,44664
phukkhom.bnk48office,2018-05-27 05:00:00,44053
niky.bnk48office,2018-05-27 05:00:00,43482
fifa.bnk48official,2018-05-27 05:00:00,42573
new.bnk48official,2018-05-27 05:00:00,41526
gygee.bnk48official,2018-05-27 05:00:00,40745
view.bnk48official,2018-05-27 05:00:00,39653
khamin.bnk48official,2018-05-27 05:00:00,39528
stang.bnk48office,2018-05-27 05:00:00,39339
minmin.bnk48office,2018-05-27 05:00:00,39073
natherine.bnk48official,2018-05-27 05:00:00,37931
maira.bnk48official,2018-05-27 05:00:00,37886
oom.bnk48official,2018-05-27 05:00:00,37192
faii.bnk48official,2018-05-27 05:00:00,36978
nine.bnk48official,2018-05-27 05:00:00,34188
pun.bnk48official,2018-05-27 04:00:00,462394
cherprang.bnk48official,2018-05-27 04:00:00,392820
orn.bnk48official,2018-05-27 04:00:00,305683
jennis.bnk48official,2018-05-27 04:00:00,279360
music.bnk48official,2018-05-27 04:00:00,270459
mobile.bnk48official,2018-05-27 04:00:00,267415
noey.bnk48office,2018-05-27 04:00:00,256269
kaimook.bnk48official,2018-05-27 04:00:00,239397
kaew.bnk48official,2018-05-27 04:00:00,216723
tarwaan.bnk48office,2018-05-27 04:00:00,193304
satchan.bnk48official,2018-05-27 04:00:00,188786
namneung.bnk48official,2018-05-27 04:00:00,180152
pupe.bnk48official,2018-05-27 04:00:00,168826
namsai.bnk48official,2018-05-27 04:00:00,160434
miori.bnk48official,2018-05-27 04:00:00,159495
jane.bnk48official,2018-05-27 04:00:00,157749
can.bnk48official,2018-05-27 04:00:00,152551
jaa.bnk48official,2018-05-27 04:00:00,139198
rinaizuta.bnk48official,2018-05-27 04:00:00,138860
korn.bnk48official,2018-05-27 04:00:00,135401
mind.bnk48official,2018-05-27 04:00:00,128100
maysa.bnk48official,2018-05-27 04:00:00,127831
nink.bnk48official,2018-05-27 04:00:00,120367
kate.bnk48official,2018-05-27 04:00:00,112746
piam.bnk48office,2018-05-27 04:00:00,112694
jib.bnk48office,2018-05-27 04:00:00,106288
mewnich.bnk48official,2018-05-27 04:00:00,90166
fond.bnk48office,2018-05-27 04:00:00,78651
june.bnk48office,2018-05-27 04:00:00,75429
ratah.bnk48official,2018-05-27 04:00:00,62729
cake.bnk48official,2018-05-27 04:00:00,55517
bamboo.bnk48office,2018-05-27 04:00:00,54633
aom.bnk48official,2018-05-27 04:00:00,49407
panda.bnk48official,2018-05-27 04:00:00,47821
pakwan.bnk48office,2018-05-27 04:00:00,47289
deenee.bnk48official,2018-05-27 04:00:00,46893
wee.bnk48official,2018-05-27 04:00:00,45749
myyu.bnk48official,2018-05-27 04:00:00,45604
kheng.bnk48official,2018-05-27 04:00:00,44646
phukkhom.bnk48office,2018-05-27 04:00:00,44032
niky.bnk48office,2018-05-27 04:00:00,43461
fifa.bnk48official,2018-05-27 04:00:00,42560
new.bnk48official,2018-05-27 04:00:00,41508
gygee.bnk48official,2018-05-27 04:00:00,40733
view.bnk48official,2018-05-27 04:00:00,39633
khamin.bnk48official,2018-05-27 04:00:00,39515
stang.bnk48office,2018-05-27 04:00:00,39321
minmin.bnk48office,2018-05-27 04:00:00,39055
natherine.bnk48official,2018-05-27 04:00:00,37910
maira.bnk48official,2018-05-27 04:00:00,37874
oom.bnk48official,2018-05-27 04:00:00,37179
faii.bnk48official,2018-05-27 04:00:00,36966
nine.bnk48official,2018-05-27 04:00:00,34176
pun.bnk48official,2018-05-27 03:00:00,462305
cherprang.bnk48official,2018-05-27 03:00:00,392773
orn.bnk48official,2018-05-27 03:00:00,305596
jennis.bnk48official,2018-05-27 03:00:00,279294
music.bnk48official,2018-05-27 03:00:00,270391
mobile.bnk48official,2018-05-27 03:00:00,267346
noey.bnk48office,2018-05-27 03:00:00,256206
kaimook.bnk48official,2018-05-27 03:00:00,239343
kaew.bnk48official,2018-05-27 03:00:00,216669
tarwaan.bnk48office,2018-05-27 03:00:00,193253
satchan.bnk48official,2018-05-27 03:00:00,188730
namneung.bnk48official,2018-05-27 03:00:00,180125
pupe.bnk48official,2018-05-27 03:00:00,168788
namsai.bnk48official,2018-05-27 03:00:00,160395
miori.bnk48official,2018-05-27 03:00:00,159461
jane.bnk48official,2018-05-27 03:00:00,157709
can.bnk48official,2018-05-27 03:00:00,152524
jaa.bnk48official,2018-05-27 03:00:00,139168
rinaizuta.bnk48official,2018-05-27 03:00:00,138832
korn.bnk48official,2018-05-27 03:00:00,135363
mind.bnk48official,2018-05-27 03:00:00,128066
maysa.bnk48official,2018-05-27 03:00:00,127799
nink.bnk48official,2018-05-27 03:00:00,120340
kate.bnk48official,2018-05-27 03:00:00,112721
piam.bnk48office,2018-05-27 03:00:00,112671
jib.bnk48office,2018-05-27 03:00:00,106260
mewnich.bnk48official,2018-05-27 03:00:00,90115
fond.bnk48office,2018-05-27 03:00:00,78608
june.bnk48office,2018-05-27 03:00:00,75398
ratah.bnk48official,2018-05-27 03:00:00,62700
cake.bnk48official,2018-05-27 03:00:00,55495
bamboo.bnk48office,2018-05-27 03:00:00,54608
aom.bnk48official,2018-05-27 03:00:00,49394
panda.bnk48official,2018-05-27 03:00:00,47799
pakwan.bnk48office,2018-05-27 03:00:00,47264
deenee.bnk48official,2018-05-27 03:00:00,46879
wee.bnk48official,2018-05-27 03:00:00,45725
myyu.bnk48official,2018-05-27 03:00:00,45585
kheng.bnk48official,2018-05-27 03:00:00,44628
phukkhom.bnk48office,2018-05-27 03:00:00,44010
niky.bnk48office,2018-05-27 03:00:00,43447
fifa.bnk48official,2018-05-27 03:00:00,42547
new.bnk48official,2018-05-27 03:00:00,41476
gygee.bnk48official,2018-05-27 03:00:00,40716
view.bnk48official,2018-05-27 03:00:00,39611
khamin.bnk48official,2018-05-27 03:00:00,39495
stang.bnk48office,2018-05-27 03:00:00,39301
minmin.bnk48office,2018-05-27 03:00:00,39031
natherine.bnk48official,2018-05-27 03:00:00,37889
maira.bnk48official,2018-05-27 03:00:00,37854
oom.bnk48official,2018-05-27 03:00:00,37158
faii.bnk48official,2018-05-27 03:00:00,36951
nine.bnk48official,2018-05-27 03:00:00,34157
pun.bnk48official,2018-05-27 02:00:00,462256
cherprang.bnk48official,2018-05-27 02:00:00,392741
orn.bnk48official,2018-05-27 02:00:00,305538
jennis.bnk48official,2018-05-27 02:00:00,279255
music.bnk48official,2018-05-27 02:00:00,270359
mobile.bnk48official,2018-05-27 02:00:00,267293
noey.bnk48office,2018-05-27 02:00:00,256160
kaimook.bnk48official,2018-05-27 02:00:00,239302
kaew.bnk48official,2018-05-27 02:00:00,216638
tarwaan.bnk48office,2018-05-27 02:00:00,193227
satchan.bnk48official,2018-05-27 02:00:00,188703
namneung.bnk48official,2018-05-27 02:00:00,180088
pupe.bnk48official,2018-05-27 02:00:00,168749
namsai.bnk48official,2018-05-27 02:00:00,160373
miori.bnk48official,2018-05-27 02:00:00,159439
jane.bnk48official,2018-05-27 02:00:00,157682
can.bnk48official,2018-05-27 02:00:00,152499
jaa.bnk48official,2018-05-27 02:00:00,139158
rinaizuta.bnk48official,2018-05-27 02:00:00,138821
korn.bnk48official,2018-05-27 02:00:00,135341
mind.bnk48official,2018-05-27 02:00:00,128042
maysa.bnk48official,2018-05-27 02:00:00,127781
nink.bnk48official,2018-05-27 02:00:00,120333
kate.bnk48official,2018-05-27 02:00:00,112709
piam.bnk48office,2018-05-27 02:00:00,112659
jib.bnk48office,2018-05-27 02:00:00,106242
mewnich.bnk48official,2018-05-27 02:00:00,90071
fond.bnk48office,2018-05-27 02:00:00,78566
june.bnk48office,2018-05-27 02:00:00,75368
ratah.bnk48official,2018-05-27 02:00:00,62671
cake.bnk48official,2018-05-27 02:00:00,55478
bamboo.bnk48office,2018-05-27 02:00:00,54581
aom.bnk48official,2018-05-27 02:00:00,49381
panda.bnk48official,2018-05-27 02:00:00,47781
pakwan.bnk48office,2018-05-27 02:00:00,47243
deenee.bnk48official,2018-05-27 02:00:00,46860
wee.bnk48official,2018-05-27 02:00:00,45704
myyu.bnk48official,2018-05-27 02:00:00,45559
kheng.bnk48official,2018-05-27 02:00:00,44609
phukkhom.bnk48office,2018-05-27 02:00:00,43986
niky.bnk48office,2018-05-27 02:00:00,43423
fifa.bnk48official,2018-05-27 02:00:00,42529
new.bnk48official,2018-05-27 02:00:00,41456
gygee.bnk48official,2018-05-27 02:00:00,40694
view.bnk48official,2018-05-27 02:00:00,39589
khamin.bnk48official,2018-05-27 02:00:00,39478
stang.bnk48office,2018-05-27 02:00:00,39280
minmin.bnk48office,2018-05-27 02:00:00,39005
natherine.bnk48official,2018-05-27 02:00:00,37867
maira.bnk48official,2018-05-27 02:00:00,37837
oom.bnk48official,2018-05-27 02:00:00,37142
faii.bnk48official,2018-05-27 02:00:00,36935
nine.bnk48official,2018-05-27 02:00:00,34144
pun.bnk48official,2018-05-27 01:00:00,462205
cherprang.bnk48official,2018-05-27 01:00:00,392702
orn.bnk48official,2018-05-27 01:00:00,305481
jennis.bnk48official,2018-05-27 01:00:00,279230
music.bnk48official,2018-05-27 01:00:00,270325
mobile.bnk48official,2018-05-27 01:00:00,267252
noey.bnk48office,2018-05-27 01:00:00,256137
kaimook.bnk48official,2018-05-27 01:00:00,239274
kaew.bnk48official,2018-05-27 01:00:00,216600
tarwaan.bnk48office,2018-05-27 01:00:00,193198
satchan.bnk48official,2018-05-27 01:00:00,188671
namneung.bnk48official,2018-05-27 01:00:00,180059
pupe.bnk48official,2018-05-27 01:00:00,168723
namsai.bnk48official,2018-05-27 01:00:00,160350
miori.bnk48official,2018-05-27 01:00:00,159423
jane.bnk48official,2018-05-27 01:00:00,157657
can.bnk48official,2018-05-27 01:00:00,152480
jaa.bnk48official,2018-05-27 01:00:00,139130
rinaizuta.bnk48official,2018-05-27 01:00:00,138807
korn.bnk48official,2018-05-27 01:00:00,135323
mind.bnk48official,2018-05-27 01:00:00,128023
maysa.bnk48official,2018-05-27 01:00:00,127759
nink.bnk48official,2018-05-27 01:00:00,120319
kate.bnk48official,2018-05-27 01:00:00,112695
piam.bnk48office,2018-05-27 01:00:00,112647
jib.bnk48office,2018-05-27 01:00:00,106225
mewnich.bnk48official,2018-05-27 01:00:00,90044
fond.bnk48office,2018-05-27 01:00:00,78533
june.bnk48office,2018-05-27 01:00:00,75337
ratah.bnk48official,2018-05-27 01:00:00,62649
cake.bnk48official,2018-05-27 01:00:00,55460
bamboo.bnk48office,2018-05-27 01:00:00,54558
aom.bnk48official,2018-05-27 01:00:00,49364
panda.bnk48official,2018-05-27 01:00:00,47764
pakwan.bnk48office,2018-05-27 01:00:00,47225
deenee.bnk48official,2018-05-27 01:00:00,46846
wee.bnk48official,2018-05-27 01:00:00,45690
myyu.bnk48official,2018-05-27 01:00:00,45541
kheng.bnk48official,2018-05-27 01:00:00,44591
phukkhom.bnk48office,2018-05-27 01:00:00,43967
niky.bnk48office,2018-05-27 01:00:00,43407
fifa.bnk48official,2018-05-27 01:00:00,42514
new.bnk48official,2018-05-27 01:00:00,41440
gygee.bnk48official,2018-05-27 01:00:00,40674
view.bnk48official,2018-05-27 01:00:00,39566
khamin.bnk48official,2018-05-27 01:00:00,39460
stang.bnk48office,2018-05-27 01:00:00,39263
minmin.bnk48office,2018-05-27 01:00:00,38982
natherine.bnk48official,2018-05-27 01:00:00,37850
maira.bnk48official,2018-05-27 01:00:00,37813
oom.bnk48official,2018-05-27 01:00:00,37125
faii.bnk48official,2018-05-27 01:00:00,36918
nine.bnk48official,2018-05-27 01:00:00,34127
pun.bnk48official,2018-05-27 00:00:00,462162
cherprang.bnk48official,2018-05-27 00:00:00,392671
orn.bnk48official,2018-05-27 00:00:00,305460
jennis.bnk48official,2018-05-27 00:00:00,279197
music.bnk48official,2018-05-27 00:00:00,270296
mobile.bnk48official,2018-05-27 00:00:00,267222
noey.bnk48office,2018-05-27 00:00:00,256110
kaimook.bnk48official,2018-05-27 00:00:00,239259
kaew.bnk48official,2018-05-27 00:00:00,216581
tarwaan.bnk48office,2018-05-27 00:00:00,193176
satchan.bnk48official,2018-05-27 00:00:00,188651
namneung.bnk48official,2018-05-27 00:00:00,180044
pupe.bnk48official,2018-05-27 00:00:00,168699
namsai.bnk48official,2018-05-27 00:00:00,160341
miori.bnk48official,2018-05-27 00:00:00,159408
jane.bnk48official,2018-05-27 00:00:00,157649
can.bnk48official,2018-05-27 00:00:00,152470
jaa.bnk48official,2018-05-27 00:00:00,139112
rinaizuta.bnk48official,2018-05-27 00:00:00,138798
korn.bnk48official,2018-05-27 00:00:00,135310
mind.bnk48official,2018-05-27 00:00:00,128007
maysa.bnk48official,2018-05-27 00:00:00,127748
nink.bnk48official,2018-05-27 00:00:00,120311
kate.bnk48official,2018-05-27 00:00:00,112682
piam.bnk48office,2018-05-27 00:00:00,112635
jib.bnk48office,2018-05-27 00:00:00,106216
mewnich.bnk48official,2018-05-27 00:00:00,90015
fond.bnk48office,2018-05-27 00:00:00,78503
june.bnk48office,2018-05-27 00:00:00,75314
ratah.bnk48official,2018-05-27 00:00:00,62635
cake.bnk48official,2018-05-27 00:00:00,55446
bamboo.bnk48office,2018-05-27 00:00:00,54540
aom.bnk48official,2018-05-27 00:00:00,49349
panda.bnk48official,2018-05-27 00:00:00,47753
pakwan.bnk48office,2018-05-27 00:00:00,47213
deenee.bnk48official,2018-05-27 00:00:00,46840
wee.bnk48official,2018-05-27 00:00:00,45674
myyu.bnk48official,2018-05-27 00:00:00,45530
kheng.bnk48official,2018-05-27 00:00:00,44575
phukkhom.bnk48office,2018-05-27 00:00:00,43956
niky.bnk48office,2018-05-27 00:00:00,43394
fifa.bnk48official,2018-05-27 00:00:00,42503
new.bnk48official,2018-05-27 00:00:00,41429
gygee.bnk48official,2018-05-27 00:00:00,40662
view.bnk48official,2018-05-27 00:00:00,39547
khamin.bnk48official,2018-05-27 00:00:00,39449
stang.bnk48office,2018-05-27 00:00:00,39252
minmin.bnk48office,2018-05-27 00:00:00,38970
natherine.bnk48official,2018-05-27 00:00:00,37837
maira.bnk48official,2018-05-27 00:00:00,37804
oom.bnk48official,2018-05-27 00:00:00,37113
faii.bnk48official,2018-05-27 00:00:00,36908
nine.bnk48official,2018-05-27 00:00:00,34121
pun.bnk48official,2018-05-26 23:00:00,462137
cherprang.bnk48official,2018-05-26 23:00:00,392655
orn.bnk48official,2018-05-26 23:00:00,305428
jennis.bnk48official,2018-05-26 23:00:00,279177
music.bnk48official,2018-05-26 23:00:00,270281
mobile.bnk48official,2018-05-26 23:00:00,267200
noey.bnk48office,2018-05-26 23:00:00,256092
kaimook.bnk48official,2018-05-26 23:00:00,239239
kaew.bnk48official,2018-05-26 23:00:00,216564
tarwaan.bnk48office,2018-05-26 23:00:00,193162
satchan.bnk48official,2018-05-26 23:00:00,188633
namneung.bnk48official,2018-05-26 23:00:00,180032
pupe.bnk48official,2018-05-26 23:00:00,168689
namsai.bnk48official,2018-05-26 23:00:00,160325
miori.bnk48official,2018-05-26 23:00:00,159399
jane.bnk48official,2018-05-26 23:00:00,157634
can.bnk48official,2018-05-26 23:00:00,152459
jaa.bnk48official,2018-05-26 23:00:00,139102
rinaizuta.bnk48official,2018-05-26 23:00:00,138792
korn.bnk48official,2018-05-26 23:00:00,135300
mind.bnk48official,2018-05-26 23:00:00,127999
maysa.bnk48official,2018-05-26 23:00:00,127741
nink.bnk48official,2018-05-26 23:00:00,120302
kate.bnk48official,2018-05-26 23:00:00,112673
piam.bnk48office,2018-05-26 23:00:00,112627
jib.bnk48office,2018-05-26 23:00:00,106208
mewnich.bnk48official,2018-05-26 23:00:00,90001
fond.bnk48office,2018-05-26 23:00:00,78491
june.bnk48office,2018-05-26 23:00:00,75304
ratah.bnk48official,2018-05-26 23:00:00,62627
cake.bnk48official,2018-05-26 23:00:00,55443
bamboo.bnk48office,2018-05-26 23:00:00,54532
aom.bnk48official,2018-05-26 23:00:00,49347
panda.bnk48official,2018-05-26 23:00:00,47748
pakwan.bnk48office,2018-05-26 23:00:00,47210
deenee.bnk48official,2018-05-26 23:00:00,46838
wee.bnk48official,2018-05-26 23:00:00,45671
myyu.bnk48official,2018-05-26 23:00:00,45525
kheng.bnk48official,2018-05-26 23:00:00,44570
phukkhom.bnk48office,2018-05-26 23:00:00,43954
niky.bnk48office,2018-05-26 23:00:00,43389
fifa.bnk48official,2018-05-26 23:00:00,42500
