name,datetime (utc timezone),fan_count
bnk48official.jane,2018-05-29 01:00:00,76489
bnk48official.korn,2018-05-29 01:00:00,74321
bnk48official.mind,2018-05-29 01:00:00,70697
bnk48official.maysa,2018-05-29 01:00:00,69322
bnk48official.nink,2018-05-29 01:00:00,62950
bnk48official.jaa,2018-05-29 01:00:00,59335
bnk48official.piam,2018-05-29 01:00:00,58702
bnk48official.izutarina,2018-05-29 01:00:00,54138
bnk48official.jib,2018-05-29 01:00:00,47227
bnk48official.fond,2018-05-29 01:00:00,46929
bnk48official.ratah,2018-05-29 01:00:00,42490
bnk48official.kate,2018-05-29 01:00:00,40057
bnk48official.june,2018-05-29 01:00:00,35594
bnk48official.bamboo,2018-05-29 01:00:00,24487
bnk48official.cake,2018-05-29 01:00:00,20453
bnk48official.panda,2018-05-29 01:00:00,19159
bnk48official.wee,2018-05-29 01:00:00,18629
bnk48official.phukkhom,2018-05-29 01:00:00,15729
bnk48official.kheng,2018-05-29 01:00:00,15091
bnk48official.new,2018-05-29 01:00:00,14610
bnk48official.niky,2018-05-29 01:00:00,13645
bnk48official.natherine,2018-05-29 01:00:00,13435
pakwan.bnk48official,2018-05-29 01:00:00,13432
bnk48official.oom,2018-05-29 01:00:00,12632
bnk48official.faii,2018-05-29 01:00:00,12553
bnk48official.aom,2018-05-29 01:00:00,12493
bnk48official.view,2018-05-29 01:00:00,12424
bnk48official.minmin,2018-05-29 01:00:00,10965
bnk48official.maira,2018-05-29 01:00:00,10077
bnk48official.stang,2018-05-29 01:00:00,10073
bnk48official.deenee,2018-05-29 01:00:00,10001
bnk48official.gygee,2018-05-29 01:00:00,9552
bnk48official.khamin,2018-05-29 01:00:00,9169
bnk48official.myyu,2018-05-29 01:00:00,9087
bnk48official.nine,2018-05-29 01:00:00,7036
bnk48official.fifa,2018-05-29 01:00:00,5356
bnk48official.pun,2018-05-29 00:00:00,454351
bnk48official.cherprang,2018-05-29 00:00:00,413979
bnk48official.orn,2018-05-29 00:00:00,265323
bnk48official.noey,2018-05-29 00:00:00,212556
bnk48official.jennis,2018-05-29 00:00:00,208231
bnk48official.music,2018-05-29 00:00:00,203707
bnk48official.kaimook,2018-05-29 00:00:00,201262
bnk48official.mobile,2018-05-29 00:00:00,200898
bnk48official.kaew,2018-05-29 00:00:00,164889
bnk48official.jan,2018-05-29 00:00:00,134118
bnk48official.satchan,2018-05-29 00:00:00,129086
bnk48official.tarwaan,2018-05-29 00:00:00,126268
bnk48official.namneung,2018-05-29 00:00:00,123893
bnk48official.pupe,2018-05-29 00:00:00,116406
bnk48official.can,2018-05-29 00:00:00,105479
bnk48official.namsai,2018-05-29 00:00:00,97868
bnk48official.miori,2018-05-29 00:00:00,85167
bnk48official.mewnich,2018-05-29 00:00:00,82108
bnk48official.jane,2018-05-29 00:00:00,76475
bnk48official.korn,2018-05-29 00:00:00,74309
bnk48official.mind,2018-05-29 00:00:00,70681
bnk48official.maysa,2018-05-29 00:00:00,69311
bnk48official.nink,2018-05-29 00:00:00,62940
bnk48official.jaa,2018-05-29 00:00:00,59322
bnk48official.piam,2018-05-29 00:00:00,58694
bnk48official.izutarina,2018-05-29 00:00:00,54127
bnk48official.jib,2018-05-29 00:00:00,47216
bnk48official.fond,2018-05-29 00:00:00,46919
bnk48official.ratah,2018-05-29 00:00:00,42477
bnk48official.kate,2018-05-29 00:00:00,40050
bnk48official.june,2018-05-29 00:00:00,35587
bnk48official.bamboo,2018-05-29 00:00:00,24486
bnk48official.cake,2018-05-29 00:00:00,20449
bnk48official.panda,2018-05-29 00:00:00,19158
bnk48official.wee,2018-05-29 00:00:00,18625
bnk48official.phukkhom,2018-05-29 00:00:00,15727
bnk48official.kheng,2018-05-29 00:00:00,15082
bnk48official.new,2018-05-29 00:00:00,14609
bnk48official.niky,2018-05-29 00:00:00,13643
bnk48official.natherine,2018-05-29 00:00:00,13429
pakwan.bnk48official,2018-05-29 00:00:00,13429
bnk48official.oom,2018-05-29 00:00:00,12630
bnk48official.faii,2018-05-29 00:00:00,12552
bnk48official.aom,2018-05-29 00:00:00,12491
bnk48official.view,2018-05-29 00:00:00,12414
bnk48official.minmin,2018-05-29 00:00:00,10962
bnk48official.stang,2018-05-29 00:00:00,10071
bnk48official.maira,2018-05-29 00:00:00,10070
bnk48official.deenee,2018-05-29 00:00:00,10000
bnk48official.gygee,2018-05-29 00:00:00,9550
bnk48official.khamin,2018-05-29 00:00:00,9169
bnk48official.myyu,2018-05-29 00:00:00,9085
bnk48official.nine,2018-05-29 00:00:00,7035
bnk48official.fifa,2018-05-29 00:00:00,5354
bnk48official.pun,2018-05-28 23:00:00,454330
bnk48official.cherprang,2018-05-28 23:00:00,413967
bnk48official.orn,2018-05-28 23:00:00,265304
bnk48official.noey,2018-05-28 23:00:00,212540
bnk48official.jennis,2018-05-28 23:00:00,208219
bnk48official.music,2018-05-28 23:00:00,203698
bnk48official.kaimook,2018-05-28 23:00:00,201245
bnk48official.mobile,2018-05-28 23:00:00,200888
bnk48official.kaew,2018-05-28 23:00:00,164881
bnk48official.jan,2018-05-28 23:00:00,134115
bnk48official.satchan,2018-05-28 23:00:00,129083
bnk48official.tarwaan,2018-05-28 23:00:00,126254
bnk48official.namneung,2018-05-28 23:00:00,123882
bnk48official.pupe,2018-05-28 23:00:00,116403
bnk48official.can,2018-05-28 23:00:00,105472
bnk48official.namsai,2018-05-28 23:00:00,97863
bnk48official.miori,2018-05-28 23:00:00,85159
bnk48official.mewnich,2018-05-28 23:00:00,82100
bnk48official.jane,2018-05-28 23:00:00,76472
bnk48official.korn,2018-05-28 23:00:00,74303
bnk48official.mind,2018-05-28 23:00:00,70671
bnk48official.maysa,2018-05-28 23:00:00,69306
bnk48official.nink,2018-05-28 23:00:00,62936
bnk48official.jaa,2018-05-28 23:00:00,59315
bnk48official.piam,2018-05-28 23:00:00,58688
bnk48official.izutarina,2018-05-28 23:00:00,54122
bnk48official.jib,2018-05-28 23:00:00,47210
bnk48official.fond,2018-05-28 23:00:00,46917
bnk48official.ratah,2018-05-28 23:00:00,42470
bnk48official.kate,2018-05-28 23:00:00,40050
bnk48official.june,2018-05-28 23:00:00,35586
bnk48official.bamboo,2018-05-28 23:00:00,24485
bnk48official.cake,2018-05-28 23:00:00,20445
bnk48official.panda,2018-05-28 23:00:00,19157
bnk48official.wee,2018-05-28 23:00:00,18624
bnk48official.phukkhom,2018-05-28 23:00:00,15726
bnk48official.kheng,2018-05-28 23:00:00,15080
bnk48official.new,2018-05-28 23:00:00,14607
bnk48official.niky,2018-05-28 23:00:00,13643
pakwan.bnk48official,2018-05-28 23:00:00,13428
bnk48official.natherine,2018-05-28 23:00:00,13426
bnk48official.oom,2018-05-28 23:00:00,12628
bnk48official.faii,2018-05-28 23:00:00,12550
bnk48official.aom,2018-05-28 23:00:00,12490
bnk48official.view,2018-05-28 23:00:00,12407
bnk48official.minmin,2018-05-28 23:00:00,10961
bnk48official.maira,2018-05-28 23:00:00,10069
bnk48official.stang,2018-05-28 23:00:00,10069
bnk48official.deenee,2018-05-28 23:00:00,9999
bnk48official.gygee,2018-05-28 23:00:00,9549
bnk48official.khamin,2018-05-28 23:00:00,9168
bnk48official.myyu,2018-05-28 23:00:00,9084
bnk48official.nine,2018-05-28 23:00:00,7032
bnk48official.fifa,2018-05-28 23:00:00,5351
bnk48official.pun,2018-05-28 22:00:00,454323
bnk48official.cherprang,2018-05-28 22:00:00,413959
bnk48official.orn,2018-05-28 22:00:00,265298
bnk48official.noey,2018-05-28 22:00:00,212537
bnk48official.jennis,2018-05-28 22:00:00,208216
bnk48official.music,2018-05-28 22:00:00,203695
bnk48official.kaimook,2018-05-28 22:00:00,201238
bnk48official.mobile,2018-05-28 22:00:00,200883
bnk48official.kaew,2018-05-28 22:00:00,164874
bnk48official.jan,2018-05-28 22:00:00,134113
bnk48official.satchan,2018-05-28 22:00:00,129084
bnk48official.tarwaan,2018-05-28 22:00:00,126252
bnk48official.namneung,2018-05-28 22:00:00,123879
bnk48official.pupe,2018-05-28 22:00:00,116399
bnk48official.can,2018-05-28 22:00:00,105467
bnk48official.namsai,2018-05-28 22:00:00,97862
bnk48official.miori,2018-05-28 22:00:00,85156
bnk48official.mewnich,2018-05-28 22:00:00,82097
bnk48official.jane,2018-05-28 22:00:00,76472
bnk48official.korn,2018-05-28 22:00:00,74301
bnk48official.mind,2018-05-28 22:00:00,70669
bnk48official.maysa,2018-05-28 22:00:00,69305
bnk48official.nink,2018-05-28 22:00:00,62937
bnk48official.jaa,2018-05-28 22:00:00,59311
bnk48official.piam,2018-05-28 22:00:00,58687
bnk48official.izutarina,2018-05-28 22:00:00,54121
bnk48official.jib,2018-05-28 22:00:00,47209
bnk48official.fond,2018-05-28 22:00:00,46915
bnk48official.ratah,2018-05-28 22:00:00,42470
bnk48official.kate,2018-05-28 22:00:00,40049
bnk48official.june,2018-05-28 22:00:00,35585
bnk48official.bamboo,2018-05-28 22:00:00,24485
bnk48official.cake,2018-05-28 22:00:00,20445
bnk48official.panda,2018-05-28 22:00:00,19156
bnk48official.wee,2018-05-28 22:00:00,18624
bnk48official.phukkhom,2018-05-28 22:00:00,15726
bnk48official.kheng,2018-05-28 22:00:00,15078
bnk48official.new,2018-05-28 22:00:00,14606
bnk48official.niky,2018-05-28 22:00:00,13643
pakwan.bnk48official,2018-05-28 22:00:00,13428
bnk48official.natherine,2018-05-28 22:00:00,13426
bnk48official.oom,2018-05-28 22:00:00,12627
bnk48official.faii,2018-05-28 22:00:00,12550
bnk48official.aom,2018-05-28 22:00:00,12490
bnk48official.view,2018-05-28 22:00:00,12407
bnk48official.minmin,2018-05-28 22:00:00,10961
bnk48official.stang,2018-05-28 22:00:00,10069
bnk48official.maira,2018-05-28 22:00:00,10068
bnk48official.deenee,2018-05-28 22:00:00,9999
bnk48official.gygee,2018-05-28 22:00:00,9549
bnk48official.khamin,2018-05-28 22:00:00,9168
bnk48official.myyu,2018-05-28 22:00:00,9083
bnk48official.nine,2018-05-28 22:00:00,7032
bnk48official.fifa,2018-05-28 22:00:00,5351
bnk48official.pun,2018-05-28 21:00:00,454322
bnk48official.cherprang,2018-05-28 21:00:00,413958
bnk48official.orn,2018-05-28 21:00:00,265295
bnk48official.noey,2018-05-28 21:00:00,212532
bnk48official.jennis,2018-05-28 21:00:00,208212
bnk48official.music,2018-05-28 21:00:00,203691
bnk48official.kaimook,2018-05-28 21:00:00,201235
bnk48official.mobile,2018-05-28 21:00:00,200880
bnk48official.kaew,2018-05-28 21:00:00,164869
bnk48official.jan,2018-05-28 21:00:00,134113
bnk48official.satchan,2018-05-28 21:00:00,129083
bnk48official.tarwaan,2018-05-28 21:00:00,126250
bnk48official.namneung,2018-05-28 21:00:00,123874
bnk48official.pupe,2018-05-28 21:00:00,116396
bnk48official.can,2018-05-28 21:00:00,105465
bnk48official.namsai,2018-05-28 21:00:00,97859
bnk48official.miori,2018-05-28 21:00:00,85154
bnk48official.mewnich,2018-05-28 21:00:00,82090
bnk48official.jane,2018-05-28 21:00:00,76468
bnk48official.korn,2018-05-28 21:00:00,74298
bnk48official.mind,2018-05-28 21:00:00,70667
bnk48official.maysa,2018-05-28 21:00:00,69303
bnk48official.nink,2018-05-28 21:00:00,62935
bnk48official.jaa,2018-05-28 21:00:00,59309
bnk48official.piam,2018-05-28 21:00:00,58685
bnk48official.izutarina,2018-05-28 21:00:00,54120
bnk48official.jib,2018-05-28 21:00:00,47208
bnk48official.fond,2018-05-28 21:00:00,46910
bnk48official.ratah,2018-05-28 21:00:00,42467
bnk48official.kate,2018-05-28 21:00:00,40049
bnk48official.june,2018-05-28 21:00:00,35586
bnk48official.bamboo,2018-05-28 21:00:00,24483
bnk48official.cake,2018-05-28 21:00:00,20445
bnk48official.panda,2018-05-28 21:00:00,19155
bnk48official.wee,2018-05-28 21:00:00,18623
bnk48official.phukkhom,2018-05-28 21:00:00,15726
bnk48official.kheng,2018-05-28 21:00:00,15078
bnk48official.new,2018-05-28 21:00:00,14605
bnk48official.niky,2018-05-28 21:00:00,13643
pakwan.bnk48official,2018-05-28 21:00:00,13427
bnk48official.natherine,2018-05-28 21:00:00,13426
bnk48official.oom,2018-05-28 21:00:00,12626
bnk48official.faii,2018-05-28 21:00:00,12550
bnk48official.aom,2018-05-28 21:00:00,12490
bnk48official.view,2018-05-28 21:00:00,12407
bnk48official.minmin,2018-05-28 21:00:00,10960
bnk48official.stang,2018-05-28 21:00:00,10069
bnk48official.maira,2018-05-28 21:00:00,10068
bnk48official.deenee,2018-05-28 21:00:00,9999
bnk48official.gygee,2018-05-28 21:00:00,9549
bnk48official.khamin,2018-05-28 21:00:00,9168
bnk48official.myyu,2018-05-28 21:00:00,9083
bnk48official.nine,2018-05-28 21:00:00,7031
bnk48official.fifa,2018-05-28 21:00:00,5351
bnk48official.pun,2018-05-28 20:00:00,454320
bnk48official.cherprang,2018-05-28 20:00:00,413956
bnk48official.orn,2018-05-28 20:00:00,265290
bnk48official.noey,2018-05-28 20:00:00,212527
bnk48official.jennis,2018-05-28 20:00:00,208208
bnk48official.music,2018-05-28 20:00:00,203687
bnk48official.kaimook,2018-05-28 20:00:00,201230
bnk48official.mobile,2018-05-28 20:00:00,200875
bnk48official.kaew,2018-05-28 20:00:00,164867
bnk48official.jan,2018-05-28 20:00:00,134112
bnk48official.satchan,2018-05-28 20:00:00,129081
bnk48official.tarwaan,2018-05-28 20:00:00,126247
bnk48official.namneung,2018-05-28 20:00:00,123869
bnk48official.pupe,2018-05-28 20:00:00,116392
bnk48official.can,2018-05-28 20:00:00,105463
bnk48official.namsai,2018-05-28 20:00:00,97858
bnk48official.miori,2018-05-28 20:00:00,85153
bnk48official.mewnich,2018-05-28 20:00:00,82088
bnk48official.jane,2018-05-28 20:00:00,76468
bnk48official.korn,2018-05-28 20:00:00,74297
bnk48official.mind,2018-05-28 20:00:00,70664
bnk48official.maysa,2018-05-28 20:00:00,69299
bnk48official.nink,2018-05-28 20:00:00,62934
bnk48official.jaa,2018-05-28 20:00:00,59306
bnk48official.piam,2018-05-28 20:00:00,58685
bnk48official.izutarina,2018-05-28 20:00:00,54118
bnk48official.jib,2018-05-28 20:00:00,47208
bnk48official.fond,2018-05-28 20:00:00,46908
bnk48official.ratah,2018-05-28 20:00:00,42467
bnk48official.kate,2018-05-28 20:00:00,40048
bnk48official.june,2018-05-28 20:00:00,35585
bnk48official.bamboo,2018-05-28 20:00:00,24483
bnk48official.cake,2018-05-28 20:00:00,20445
bnk48official.panda,2018-05-28 20:00:00,19155
bnk48official.wee,2018-05-28 20:00:00,18623
bnk48official.phukkhom,2018-05-28 20:00:00,15726
bnk48official.kheng,2018-05-28 20:00:00,15078
bnk48official.new,2018-05-28 20:00:00,14604
bnk48official.niky,2018-05-28 20:00:00,13643
pakwan.bnk48official,2018-05-28 20:00:00,13427
bnk48official.natherine,2018-05-28 20:00:00,13426
bnk48official.oom,2018-05-28 20:00:00,12626
bnk48official.faii,2018-05-28 20:00:00,12550
bnk48official.aom,2018-05-28 20:00:00,12490
bnk48official.view,2018-05-28 20:00:00,12404
bnk48official.minmin,2018-05-28 20:00:00,10960
bnk48official.stang,2018-05-28 20:00:00,10069
bnk48official.maira,2018-05-28 20:00:00,10068
bnk48official.deenee,2018-05-28 20:00:00,9998
bnk48official.gygee,2018-05-28 20:00:00,9549
bnk48official.khamin,2018-05-28 20:00:00,9168
bnk48official.myyu,2018-05-28 20:00:00,9083
bnk48official.nine,2018-05-28 20:00:00,7029
bnk48official.fifa,2018-05-28 20:00:00,5351
bnk48official.pun,2018-05-28 19:00:00,454317
bnk48official.cherprang,2018-05-28 19:00:00,413952
bnk48official.orn,2018-05-28 19:00:00,265287
bnk48official.noey,2018-05-28 19:00:00,212525
bnk48official.jennis,2018-05-28 19:00:00,208204
bnk48official.music,2018-05-28 19:00:00,203684
bnk48official.kaimook,2018-05-28 19:00:00,201220
bnk48official.mobile,2018-05-28 19:00:00,200870
bnk48official.kaew,2018-05-28 19:00:00,164862
bnk48official.jan,2018-05-28 19:00:00,134112
bnk48official.satchan,2018-05-28 19:00:00,129082
bnk48official.tarwaan,2018-05-28 19:00:00,126243
bnk48official.namneung,2018-05-28 19:00:00,123868
bnk48official.pupe,2018-05-28 19:00:00,116391
bnk48official.can,2018-05-28 19:00:00,105463
bnk48official.namsai,2018-05-28 19:00:00,97858
bnk48official.miori,2018-05-28 19:00:00,85147
bnk48official.mewnich,2018-05-28 19:00:00,82079
bnk48official.jane,2018-05-28 19:00:00,76463
bnk48official.korn,2018-05-28 19:00:00,74294
bnk48official.mind,2018-05-28 19:00:00,70662
bnk48official.maysa,2018-05-28 19:00:00,69298
bnk48official.nink,2018-05-28 19:00:00,62933
bnk48official.jaa,2018-05-28 19:00:00,59305
bnk48official.piam,2018-05-28 19:00:00,58684
bnk48official.izutarina,2018-05-28 19:00:00,54116
bnk48official.jib,2018-05-28 19:00:00,47207
bnk48official.fond,2018-05-28 19:00:00,46901
bnk48official.ratah,2018-05-28 19:00:00,42464
bnk48official.kate,2018-05-28 19:00:00,40048
bnk48official.june,2018-05-28 19:00:00,35583
bnk48official.bamboo,2018-05-28 19:00:00,24478
bnk48official.cake,2018-05-28 19:00:00,20441
bnk48official.panda,2018-05-28 19:00:00,19155
bnk48official.wee,2018-05-28 19:00:00,18623
bnk48official.phukkhom,2018-05-28 19:00:00,15723
bnk48official.kheng,2018-05-28 19:00:00,15076
bnk48official.new,2018-05-28 19:00:00,14602
bnk48official.niky,2018-05-28 19:00:00,13642
pakwan.bnk48official,2018-05-28 19:00:00,13426
bnk48official.natherine,2018-05-28 19:00:00,13425
bnk48official.oom,2018-05-28 19:00:00,12624
bnk48official.faii,2018-05-28 19:00:00,12550
bnk48official.aom,2018-05-28 19:00:00,12488
bnk48official.view,2018-05-28 19:00:00,12402
bnk48official.minmin,2018-05-28 19:00:00,10956
bnk48official.stang,2018-05-28 19:00:00,10068
bnk48official.maira,2018-05-28 19:00:00,10066
bnk48official.deenee,2018-05-28 19:00:00,9996
bnk48official.gygee,2018-05-28 19:00:00,9548
bnk48official.khamin,2018-05-28 19:00:00,9167
bnk48official.myyu,2018-05-28 19:00:00,9081
bnk48official.nine,2018-05-28 19:00:00,7027
bnk48official.fifa,2018-05-28 19:00:00,5349
bnk48official.pun,2018-05-28 18:00:00,454310
bnk48official.cherprang,2018-05-28 18:00:00,413935
bnk48official.orn,2018-05-28 18:00:00,265277
bnk48official.noey,2018-05-28 18:00:00,212516
bnk48official.jennis,2018-05-28 18:00:00,208198
bnk48official.music,2018-05-28 18:00:00,203676
bnk48official.kaimook,2018-05-28 18:00:00,201213
bnk48official.mobile,2018-05-28 18:00:00,200860
bnk48official.kaew,2018-05-28 18:00:00,164855
bnk48official.jan,2018-05-28 18:00:00,134109
bnk48official.satchan,2018-05-28 18:00:00,129078
bnk48official.tarwaan,2018-05-28 18:00:00,126237
bnk48official.namneung,2018-05-28 18:00:00,123857
bnk48official.pupe,2018-05-28 18:00:00,116383
bnk48official.can,2018-05-28 18:00:00,105460
bnk48official.namsai,2018-05-28 18:00:00,97855
bnk48official.miori,2018-05-28 18:00:00,85139
bnk48official.mewnich,2018-05-28 18:00:00,82073
bnk48official.jane,2018-05-28 18:00:00,76459
bnk48official.korn,2018-05-28 18:00:00,74288
bnk48official.mind,2018-05-28 18:00:00,70656
bnk48official.maysa,2018-05-28 18:00:00,69295
bnk48official.nink,2018-05-28 18:00:00,62927
bnk48official.jaa,2018-05-28 18:00:00,59300
bnk48official.piam,2018-05-28 18:00:00,58680
bnk48official.izutarina,2018-05-28 18:00:00,54112
bnk48official.jib,2018-05-28 18:00:00,47204
bnk48official.fond,2018-05-28 18:00:00,46893
bnk48official.ratah,2018-05-28 18:00:00,42458
bnk48official.kate,2018-05-28 18:00:00,40045
bnk48official.june,2018-05-28 18:00:00,35578
bnk48official.bamboo,2018-05-28 18:00:00,24475
bnk48official.cake,2018-05-28 18:00:00,20434
bnk48official.panda,2018-05-28 18:00:00,19150
bnk48official.wee,2018-05-28 18:00:00,18619
bnk48official.phukkhom,2018-05-28 18:00:00,15719
bnk48official.kheng,2018-05-28 18:00:00,15067
bnk48official.new,2018-05-28 18:00:00,14600
bnk48official.niky,2018-05-28 18:00:00,13637
bnk48official.natherine,2018-05-28 18:00:00,13422
pakwan.bnk48official,2018-05-28 18:00:00,13422
bnk48official.oom,2018-05-28 18:00:00,12622
bnk48official.faii,2018-05-28 18:00:00,12546
bnk48official.aom,2018-05-28 18:00:00,12481
bnk48official.view,2018-05-28 18:00:00,12396
bnk48official.minmin,2018-05-28 18:00:00,10950
bnk48official.stang,2018-05-28 18:00:00,10063
bnk48official.maira,2018-05-28 18:00:00,10062
bnk48official.deenee,2018-05-28 18:00:00,9992
bnk48official.gygee,2018-05-28 18:00:00,9544
bnk48official.khamin,2018-05-28 18:00:00,9162
bnk48official.myyu,2018-05-28 18:00:00,9078
bnk48official.nine,2018-05-28 18:00:00,7022
bnk48official.fifa,2018-05-28 18:00:00,5343
bnk48official.pun,2018-05-28 17:00:00,454295
bnk48official.cherprang,2018-05-28 17:00:00,413914
bnk48official.orn,2018-05-28 17:00:00,265257
bnk48official.noey,2018-05-28 17:00:00,212490
bnk48official.jennis,2018-05-28 17:00:00,208187
bnk48official.music,2018-05-28 17:00:00,203667
bnk48official.kaimook,2018-05-28 17:00:00,201201
bnk48official.mobile,2018-05-28 17:00:00,200843
bnk48official.kaew,2018-05-28 17:00:00,164842
bnk48official.jan,2018-05-28 17:00:00,134108
bnk48official.satchan,2018-05-28 17:00:00,129071
bnk48official.tarwaan,2018-05-28 17:00:00,126221
bnk48official.namneung,2018-05-28 17:00:00,123840
bnk48official.pupe,2018-05-28 17:00:00,116365
bnk48official.can,2018-05-28 17:00:00,105452
bnk48official.namsai,2018-05-28 17:00:00,97842
bnk48official.miori,2018-05-28 17:00:00,85120
bnk48official.mewnich,2018-05-28 17:00:00,82054
bnk48official.jane,2018-05-28 17:00:00,76447
bnk48official.korn,2018-05-28 17:00:00,74273
bnk48official.mind,2018-05-28 17:00:00,70641
bnk48official.maysa,2018-05-28 17:00:00,69285
bnk48official.nink,2018-05-28 17:00:00,62918
bnk48official.jaa,2018-05-28 17:00:00,59292
bnk48official.piam,2018-05-28 17:00:00,58674
bnk48official.izutarina,2018-05-28 17:00:00,54102
bnk48official.jib,2018-05-28 17:00:00,47193
bnk48official.fond,2018-05-28 17:00:00,46877
bnk48official.ratah,2018-05-28 17:00:00,42452
bnk48official.kate,2018-05-28 17:00:00,40039
bnk48official.june,2018-05-28 17:00:00,35571
bnk48official.bamboo,2018-05-28 17:00:00,24470
bnk48official.cake,2018-05-28 17:00:00,20430
bnk48official.panda,2018-05-28 17:00:00,19141
bnk48official.wee,2018-05-28 17:00:00,18612
bnk48official.phukkhom,2018-05-28 17:00:00,15716
bnk48official.kheng,2018-05-28 17:00:00,15060
bnk48official.new,2018-05-28 17:00:00,14596
bnk48official.niky,2018-05-28 17:00:00,13632
bnk48official.natherine,2018-05-28 17:00:00,13419
pakwan.bnk48official,2018-05-28 17:00:00,13418
bnk48official.oom,2018-05-28 17:00:00,12612
bnk48official.faii,2018-05-28 17:00:00,12543
bnk48official.aom,2018-05-28 17:00:00,12476
bnk48official.view,2018-05-28 17:00:00,12390
bnk48official.minmin,2018-05-28 17:00:00,10943
bnk48official.stang,2018-05-28 17:00:00,10059
bnk48official.maira,2018-05-28 17:00:00,10056
bnk48official.deenee,2018-05-28 17:00:00,9989
bnk48official.gygee,2018-05-28 17:00:00,9538
bnk48official.khamin,2018-05-28 17:00:00,9160
bnk48official.myyu,2018-05-28 17:00:00,9073
bnk48official.nine,2018-05-28 17:00:00,7015
bnk48official.fifa,2018-05-28 17:00:00,5337
bnk48official.pun,2018-05-28 16:00:00,454253
bnk48official.cherprang,2018-05-28 16:00:00,413880
bnk48official.orn,2018-05-28 16:00:00,265234
bnk48official.noey,2018-05-28 16:00:00,212471
bnk48official.jennis,2018-05-28 16:00:00,208164
bnk48official.music,2018-05-28 16:00:00,203645
bnk48official.kaimook,2018-05-28 16:00:00,201180
bnk48official.mobile,2018-05-28 16:00:00,200812
bnk48official.kaew,2018-05-28 16:00:00,164828
bnk48official.jan,2018-05-28 16:00:00,134103
bnk48official.satchan,2018-05-28 16:00:00,129063
bnk48official.tarwaan,2018-05-28 16:00:00,126207
bnk48official.namneung,2018-05-28 16:00:00,123818
bnk48official.pupe,2018-05-28 16:00:00,116355
bnk48official.can,2018-05-28 16:00:00,105449
bnk48official.namsai,2018-05-28 16:00:00,97830
bnk48official.miori,2018-05-28 16:00:00,85101
bnk48official.mewnich,2018-05-28 16:00:00,82029
bnk48official.jane,2018-05-28 16:00:00,76440
bnk48official.korn,2018-05-28 16:00:00,74263
bnk48official.mind,2018-05-28 16:00:00,70627
bnk48official.maysa,2018-05-28 16:00:00,69274
bnk48official.nink,2018-05-28 16:00:00,62910
bnk48official.jaa,2018-05-28 16:00:00,59281
bnk48official.piam,2018-05-28 16:00:00,58666
bnk48official.izutarina,2018-05-28 16:00:00,54094
bnk48official.jib,2018-05-28 16:00:00,47184
bnk48official.fond,2018-05-28 16:00:00,46865
bnk48official.ratah,2018-05-28 16:00:00,42438
bnk48official.kate,2018-05-28 16:00:00,40036
bnk48official.june,2018-05-28 16:00:00,35568
bnk48official.bamboo,2018-05-28 16:00:00,24459
bnk48official.cake,2018-05-28 16:00:00,20423
bnk48official.panda,2018-05-28 16:00:00,19140
bnk48official.wee,2018-05-28 16:00:00,18607
bnk48official.phukkhom,2018-05-28 16:00:00,15711
bnk48official.kheng,2018-05-28 16:00:00,15057
bnk48official.new,2018-05-28 16:00:00,14590
bnk48official.niky,2018-05-28 16:00:00,13630
bnk48official.natherine,2018-05-28 16:00:00,13415
pakwan.bnk48official,2018-05-28 16:00:00,13415
bnk48official.oom,2018-05-28 16:00:00,12607
bnk48official.faii,2018-05-28 16:00:00,12541
bnk48official.aom,2018-05-28 16:00:00,12474
bnk48official.view,2018-05-28 16:00:00,12376
bnk48official.minmin,2018-05-28 16:00:00,10932
bnk48official.maira,2018-05-28 16:00:00,10054
bnk48official.stang,2018-05-28 16:00:00,10053
bnk48official.deenee,2018-05-28 16:00:00,9984
bnk48official.gygee,2018-05-28 16:00:00,9535
bnk48official.khamin,2018-05-28 16:00:00,9158
bnk48official.myyu,2018-05-28 16:00:00,9066
bnk48official.nine,2018-05-28 16:00:00,7013
bnk48official.fifa,2018-05-28 16:00:00,5336
bnk48official.pun,2018-05-28 15:00:00,454208
bnk48official.cherprang,2018-05-28 15:00:00,413832
bnk48official.orn,2018-05-28 15:00:00,265202
bnk48official.noey,2018-05-28 15:00:00,212453
bnk48official.jennis,2018-05-28 15:00:00,208134
bnk48official.music,2018-05-28 15:00:00,203614
bnk48official.kaimook,2018-05-28 15:00:00,201146
bnk48official.mobile,2018-05-28 15:00:00,200755
bnk48official.kaew,2018-05-28 15:00:00,164810
bnk48official.jan,2018-05-28 15:00:00,134095
bnk48official.satchan,2018-05-28 15:00:00,129053
bnk48official.tarwaan,2018-05-28 15:00:00,126182
bnk48official.namneung,2018-05-28 15:00:00,123779
bnk48official.pupe,2018-05-28 15:00:00,116339
bnk48official.can,2018-05-28 15:00:00,105438
bnk48official.namsai,2018-05-28 15:00:00,97817
bnk48official.miori,2018-05-28 15:00:00,85091
bnk48official.mewnich,2018-05-28 15:00:00,81983
bnk48official.jane,2018-05-28 15:00:00,76428
bnk48official.korn,2018-05-28 15:00:00,74246
bnk48official.mind,2018-05-28 15:00:00,70608
bnk48official.maysa,2018-05-28 15:00:00,69269
bnk48official.nink,2018-05-28 15:00:00,62904
bnk48official.jaa,2018-05-28 15:00:00,59270
