name,datetime (utc timezone),fan_count
bnk48official.nine,2018-05-16 17:00:02,5371
bnk48official.stang,2018-05-16 17:00:02,4534
bnk48official.fifa,2018-05-16 17:00:02,4266
bnk48official.pun,2018-05-16 16:00:02,443983
bnk48official.cherprang,2018-05-16 16:00:02,401348
bnk48official.orn,2018-05-16 16:00:02,254562
bnk48official.noey,2018-05-16 16:00:02,204521
bnk48official.jennis,2018-05-16 16:00:02,200379
bnk48official.music,2018-05-16 16:00:02,194970
bnk48official.kaimook,2018-05-16 16:00:02,191224
bnk48official.mobile,2018-05-16 16:00:02,190667
bnk48official.kaew,2018-05-16 16:00:02,152698
bnk48official.jan,2018-05-16 16:00:02,132068
bnk48official.satchan,2018-05-16 16:00:02,122878
bnk48official.tarwaan,2018-05-16 16:00:02,120471
bnk48official.namneung,2018-05-16 16:00:02,118788
bnk48official.pupe,2018-05-16 16:00:02,111831
bnk48official.can,2018-05-16 16:00:02,103008
bnk48official.namsai,2018-05-16 16:00:02,93853
bnk48official.miori,2018-05-16 16:00:02,82918
bnk48official.mewnich,2018-05-16 16:00:02,74898
bnk48official.jane,2018-05-16 16:00:02,72332
bnk48official.korn,2018-05-16 16:00:02,69683
bnk48official.mind,2018-05-16 16:00:02,66579
bnk48official.maysa,2018-05-16 16:00:02,65956
bnk48official.nink,2018-05-16 16:00:02,60854
bnk48official.jaa,2018-05-16 16:00:02,57107
bnk48official.piam,2018-05-16 16:00:02,56147
bnk48official.izutarina,2018-05-16 16:00:02,51956
bnk48official.jib,2018-05-16 16:00:02,44904
bnk48official.fond,2018-05-16 16:00:02,41306
bnk48official.kate,2018-05-16 16:00:02,38857
bnk48official.ratah,2018-05-16 16:00:02,35522
bnk48official.june,2018-05-16 16:00:02,31644
bnk48official.bamboo,2018-05-16 16:00:02,20141
bnk48official.cake,2018-05-16 16:00:02,17713
bnk48official.panda,2018-05-16 16:00:02,16636
bnk48official.phukkhom,2018-05-16 16:00:02,13664
bnk48official.wee,2018-05-16 16:00:02,13446
bnk48official.kheng,2018-05-16 16:00:02,12475
pakwan.bnk48official,2018-05-16 16:00:02,11231
bnk48official.new,2018-05-16 16:00:02,11054
bnk48official.niky,2018-05-16 16:00:02,10764
bnk48official.faii,2018-05-16 16:00:02,10705
bnk48official.aom,2018-05-16 16:00:02,10317
bnk48official.oom,2018-05-16 16:00:02,10201
bnk48official.view,2018-05-16 16:00:02,10188
bnk48official.natherine,2018-05-16 16:00:02,8968
bnk48official.minmin,2018-05-16 16:00:02,8918
bnk48official.deenee,2018-05-16 16:00:02,8642
bnk48official.khamin,2018-05-16 16:00:02,8262
bnk48official.maira,2018-05-16 16:00:02,7939
bnk48official.myyu,2018-05-16 16:00:02,7424
bnk48official.gygee,2018-05-16 16:00:02,7346
bnk48official.nine,2018-05-16 16:00:02,5365
bnk48official.stang,2018-05-16 16:00:02,4532
bnk48official.fifa,2018-05-16 16:00:02,4263
bnk48official.pun,2018-05-16 15:00:03,443896
bnk48official.cherprang,2018-05-16 15:00:03,401269
bnk48official.orn,2018-05-16 15:00:03,254482
bnk48official.noey,2018-05-16 15:00:03,204479
bnk48official.jennis,2018-05-16 15:00:03,200312
bnk48official.music,2018-05-16 15:00:03,194895
bnk48official.kaimook,2018-05-16 15:00:03,191174
bnk48official.mobile,2018-05-16 15:00:03,190586
bnk48official.kaew,2018-05-16 15:00:03,152548
bnk48official.jan,2018-05-16 15:00:03,132062
bnk48official.satchan,2018-05-16 15:00:03,122843
bnk48official.tarwaan,2018-05-16 15:00:03,120438
bnk48official.namneung,2018-05-16 15:00:03,118732
bnk48official.pupe,2018-05-16 15:00:03,111785
bnk48official.can,2018-05-16 15:00:03,102981
bnk48official.namsai,2018-05-16 15:00:03,93828
bnk48official.miori,2018-05-16 15:00:03,82907
bnk48official.mewnich,2018-05-16 15:00:03,74863
bnk48official.jane,2018-05-16 15:00:03,72301
bnk48official.korn,2018-05-16 15:00:03,69656
bnk48official.mind,2018-05-16 15:00:03,66561
bnk48official.maysa,2018-05-16 15:00:03,65944
bnk48official.nink,2018-05-16 15:00:03,60837
bnk48official.jaa,2018-05-16 15:00:03,57078
bnk48official.piam,2018-05-16 15:00:03,56137
bnk48official.izutarina,2018-05-16 15:00:03,51944
bnk48official.jib,2018-05-16 15:00:03,44893
bnk48official.fond,2018-05-16 15:00:03,41284
bnk48official.kate,2018-05-16 15:00:03,38849
bnk48official.ratah,2018-05-16 15:00:03,35486
bnk48official.june,2018-05-16 15:00:03,31616
bnk48official.bamboo,2018-05-16 15:00:03,20123
bnk48official.cake,2018-05-16 15:00:03,17700
bnk48official.panda,2018-05-16 15:00:03,16618
bnk48official.phukkhom,2018-05-16 15:00:03,13651
bnk48official.wee,2018-05-16 15:00:03,13433
bnk48official.kheng,2018-05-16 15:00:03,12458
pakwan.bnk48official,2018-05-16 15:00:03,11217
bnk48official.new,2018-05-16 15:00:03,11037
bnk48official.niky,2018-05-16 15:00:03,10753
bnk48official.faii,2018-05-16 15:00:03,10677
bnk48official.aom,2018-05-16 15:00:03,10300
bnk48official.oom,2018-05-16 15:00:03,10192
bnk48official.view,2018-05-16 15:00:03,10175
bnk48official.natherine,2018-05-16 15:00:03,8959
bnk48official.minmin,2018-05-16 15:00:03,8911
bnk48official.deenee,2018-05-16 15:00:03,8630
bnk48official.khamin,2018-05-16 15:00:03,8260
bnk48official.maira,2018-05-16 15:00:03,7917
bnk48official.myyu,2018-05-16 15:00:03,7419
bnk48official.gygee,2018-05-16 15:00:03,7333
bnk48official.nine,2018-05-16 15:00:03,5348
bnk48official.stang,2018-05-16 15:00:03,4522
bnk48official.fifa,2018-05-16 15:00:03,4256
bnk48official.pun,2018-05-16 14:00:02,443812
bnk48official.cherprang,2018-05-16 14:00:02,401185
bnk48official.orn,2018-05-16 14:00:02,254376
bnk48official.noey,2018-05-16 14:00:02,204432
bnk48official.jennis,2018-05-16 14:00:02,200241
bnk48official.music,2018-05-16 14:00:02,194835
bnk48official.kaimook,2018-05-16 14:00:02,191131
bnk48official.mobile,2018-05-16 14:00:02,190507
bnk48official.kaew,2018-05-16 14:00:02,152355
bnk48official.jan,2018-05-16 14:00:02,132046
bnk48official.satchan,2018-05-16 14:00:02,122809
bnk48official.tarwaan,2018-05-16 14:00:02,120399
bnk48official.namneung,2018-05-16 14:00:02,118684
bnk48official.pupe,2018-05-16 14:00:02,111737
bnk48official.can,2018-05-16 14:00:02,102958
bnk48official.namsai,2018-05-16 14:00:02,93807
bnk48official.miori,2018-05-16 14:00:02,82891
bnk48official.mewnich,2018-05-16 14:00:02,74821
bnk48official.jane,2018-05-16 14:00:02,72275
bnk48official.korn,2018-05-16 14:00:02,69592
bnk48official.mind,2018-05-16 14:00:02,66542
bnk48official.maysa,2018-05-16 14:00:02,65931
bnk48official.nink,2018-05-16 14:00:02,60823
bnk48official.jaa,2018-05-16 14:00:02,57052
bnk48official.piam,2018-05-16 14:00:02,56127
bnk48official.izutarina,2018-05-16 14:00:02,51932
bnk48official.jib,2018-05-16 14:00:02,44882
bnk48official.fond,2018-05-16 14:00:02,41242
bnk48official.kate,2018-05-16 14:00:02,38843
bnk48official.ratah,2018-05-16 14:00:02,35436
bnk48official.june,2018-05-16 14:00:02,31586
bnk48official.bamboo,2018-05-16 14:00:02,20093
bnk48official.cake,2018-05-16 14:00:02,17691
bnk48official.panda,2018-05-16 14:00:02,16603
bnk48official.phukkhom,2018-05-16 14:00:02,13633
bnk48official.wee,2018-05-16 14:00:02,13413
bnk48official.kheng,2018-05-16 14:00:02,12445
pakwan.bnk48official,2018-05-16 14:00:02,11204
bnk48official.new,2018-05-16 14:00:02,11018
bnk48official.niky,2018-05-16 14:00:02,10743
bnk48official.faii,2018-05-16 14:00:02,10659
bnk48official.aom,2018-05-16 14:00:02,10284
bnk48official.oom,2018-05-16 14:00:02,10181
bnk48official.view,2018-05-16 14:00:02,10164
bnk48official.natherine,2018-05-16 14:00:02,8950
bnk48official.minmin,2018-05-16 14:00:02,8901
bnk48official.deenee,2018-05-16 14:00:02,8623
bnk48official.khamin,2018-05-16 14:00:02,8258
bnk48official.maira,2018-05-16 14:00:02,7892
bnk48official.myyu,2018-05-16 14:00:02,7409
bnk48official.gygee,2018-05-16 14:00:02,7322
bnk48official.nine,2018-05-16 14:00:02,5332
bnk48official.stang,2018-05-16 14:00:02,4517
bnk48official.fifa,2018-05-16 14:00:02,4253
bnk48official.pun,2018-05-16 13:00:02,443699
bnk48official.cherprang,2018-05-16 13:00:02,401088
bnk48official.orn,2018-05-16 13:00:02,254258
bnk48official.noey,2018-05-16 13:00:02,204377
bnk48official.jennis,2018-05-16 13:00:02,200183
bnk48official.music,2018-05-16 13:00:02,194777
bnk48official.kaimook,2018-05-16 13:00:02,191057
bnk48official.mobile,2018-05-16 13:00:02,190432
bnk48official.kaew,2018-05-16 13:00:02,152267
bnk48official.jan,2018-05-16 13:00:02,132033
bnk48official.satchan,2018-05-16 13:00:02,122770
bnk48official.tarwaan,2018-05-16 13:00:02,120356
bnk48official.namneung,2018-05-16 13:00:02,118647
bnk48official.pupe,2018-05-16 13:00:02,111684
bnk48official.can,2018-05-16 13:00:02,102919
bnk48official.namsai,2018-05-16 13:00:02,93781
bnk48official.miori,2018-05-16 13:00:02,82878
bnk48official.mewnich,2018-05-16 13:00:02,74778
bnk48official.jane,2018-05-16 13:00:02,72247
bnk48official.korn,2018-05-16 13:00:02,69564
bnk48official.mind,2018-05-16 13:00:02,66510
bnk48official.maysa,2018-05-16 13:00:02,65912
bnk48official.nink,2018-05-16 13:00:02,60806
bnk48official.jaa,2018-05-16 13:00:02,57031
bnk48official.piam,2018-05-16 13:00:02,56106
bnk48official.izutarina,2018-05-16 13:00:02,51920
bnk48official.jib,2018-05-16 13:00:02,44864
bnk48official.fond,2018-05-16 13:00:02,41206
bnk48official.kate,2018-05-16 13:00:02,38827
bnk48official.ratah,2018-05-16 13:00:02,35382
bnk48official.june,2018-05-16 13:00:02,31553
bnk48official.bamboo,2018-05-16 13:00:02,20070
bnk48official.cake,2018-05-16 13:00:02,17678
bnk48official.panda,2018-05-16 13:00:02,16579
bnk48official.phukkhom,2018-05-16 13:00:02,13619
bnk48official.wee,2018-05-16 13:00:02,13395
bnk48official.kheng,2018-05-16 13:00:02,12433
pakwan.bnk48official,2018-05-16 13:00:02,11198
bnk48official.new,2018-05-16 13:00:02,10994
bnk48official.niky,2018-05-16 13:00:02,10719
bnk48official.faii,2018-05-16 13:00:02,10643
bnk48official.aom,2018-05-16 13:00:02,10266
bnk48official.oom,2018-05-16 13:00:02,10169
bnk48official.view,2018-05-16 13:00:02,10152
bnk48official.natherine,2018-05-16 13:00:02,8941
bnk48official.minmin,2018-05-16 13:00:02,8892
bnk48official.deenee,2018-05-16 13:00:02,8618
bnk48official.khamin,2018-05-16 13:00:02,8252
bnk48official.maira,2018-05-16 13:00:02,7874
bnk48official.myyu,2018-05-16 13:00:02,7397
bnk48official.gygee,2018-05-16 13:00:02,7306
bnk48official.nine,2018-05-16 13:00:02,5317
bnk48official.stang,2018-05-16 13:00:02,4514
bnk48official.fifa,2018-05-16 13:00:02,4249
bnk48official.pun,2018-05-16 12:00:03,443623
bnk48official.cherprang,2018-05-16 12:00:03,401007
bnk48official.orn,2018-05-16 12:00:03,254142
bnk48official.noey,2018-05-16 12:00:03,204331
bnk48official.jennis,2018-05-16 12:00:03,200138
bnk48official.music,2018-05-16 12:00:03,194721
bnk48official.kaimook,2018-05-16 12:00:03,191004
bnk48official.mobile,2018-05-16 12:00:03,190377
bnk48official.kaew,2018-05-16 12:00:03,152167
bnk48official.jan,2018-05-16 12:00:03,132018
bnk48official.satchan,2018-05-16 12:00:03,122739
bnk48official.tarwaan,2018-05-16 12:00:03,120313
bnk48official.namneung,2018-05-16 12:00:03,118620
bnk48official.pupe,2018-05-16 12:00:03,111622
bnk48official.can,2018-05-16 12:00:03,102877
bnk48official.namsai,2018-05-16 12:00:03,93756
bnk48official.miori,2018-05-16 12:00:03,82867
bnk48official.mewnich,2018-05-16 12:00:03,74748
bnk48official.jane,2018-05-16 12:00:03,72230
bnk48official.korn,2018-05-16 12:00:03,69538
bnk48official.mind,2018-05-16 12:00:03,66491
bnk48official.maysa,2018-05-16 12:00:03,65900
bnk48official.nink,2018-05-16 12:00:03,60792
bnk48official.jaa,2018-05-16 12:00:03,57012
bnk48official.piam,2018-05-16 12:00:03,56093
bnk48official.izutarina,2018-05-16 12:00:03,51904
bnk48official.jib,2018-05-16 12:00:03,44846
bnk48official.fond,2018-05-16 12:00:03,41178
bnk48official.kate,2018-05-16 12:00:03,38820
bnk48official.ratah,2018-05-16 12:00:03,35343
bnk48official.june,2018-05-16 12:00:03,31525
bnk48official.bamboo,2018-05-16 12:00:03,20035
bnk48official.cake,2018-05-16 12:00:03,17667
bnk48official.panda,2018-05-16 12:00:03,16554
bnk48official.phukkhom,2018-05-16 12:00:03,13607
bnk48official.wee,2018-05-16 12:00:03,13380
bnk48official.kheng,2018-05-16 12:00:03,12420
pakwan.bnk48official,2018-05-16 12:00:03,11191
bnk48official.new,2018-05-16 12:00:03,10966
bnk48official.niky,2018-05-16 12:00:03,10704
bnk48official.faii,2018-05-16 12:00:03,10626
bnk48official.aom,2018-05-16 12:00:03,10248
bnk48official.oom,2018-05-16 12:00:03,10160
bnk48official.view,2018-05-16 12:00:03,10140
bnk48official.natherine,2018-05-16 12:00:03,8928
bnk48official.minmin,2018-05-16 12:00:03,8881
bnk48official.deenee,2018-05-16 12:00:03,8609
bnk48official.khamin,2018-05-16 12:00:03,8249
bnk48official.maira,2018-05-16 12:00:03,7845
bnk48official.myyu,2018-05-16 12:00:03,7390
bnk48official.gygee,2018-05-16 12:00:03,7290
bnk48official.nine,2018-05-16 12:00:03,5305
bnk48official.stang,2018-05-16 12:00:03,4506
bnk48official.fifa,2018-05-16 12:00:03,4244
bnk48official.pun,2018-05-16 11:00:03,443548
bnk48official.cherprang,2018-05-16 11:00:03,400939
bnk48official.orn,2018-05-16 11:00:03,254003
bnk48official.noey,2018-05-16 11:00:03,204282
bnk48official.jennis,2018-05-16 11:00:03,200088
bnk48official.music,2018-05-16 11:00:03,194673
bnk48official.kaimook,2018-05-16 11:00:03,190962
bnk48official.mobile,2018-05-16 11:00:03,190319
bnk48official.kaew,2018-05-16 11:00:03,152042
bnk48official.jan,2018-05-16 11:00:03,132005
bnk48official.satchan,2018-05-16 11:00:03,122702
bnk48official.tarwaan,2018-05-16 11:00:03,120277
bnk48official.namneung,2018-05-16 11:00:03,118599
bnk48official.pupe,2018-05-16 11:00:03,111556
bnk48official.can,2018-05-16 11:00:03,102831
bnk48official.namsai,2018-05-16 11:00:03,93731
bnk48official.miori,2018-05-16 11:00:03,82854
bnk48official.mewnich,2018-05-16 11:00:03,74718
bnk48official.jane,2018-05-16 11:00:03,72216
bnk48official.korn,2018-05-16 11:00:03,69525
bnk48official.mind,2018-05-16 11:00:03,66474
bnk48official.maysa,2018-05-16 11:00:03,65886
bnk48official.nink,2018-05-16 11:00:03,60782
bnk48official.jaa,2018-05-16 11:00:03,56997
bnk48official.piam,2018-05-16 11:00:03,56078
bnk48official.izutarina,2018-05-16 11:00:03,51891
bnk48official.jib,2018-05-16 11:00:03,44832
bnk48official.fond,2018-05-16 11:00:03,41159
bnk48official.kate,2018-05-16 11:00:03,38815
bnk48official.ratah,2018-05-16 11:00:03,35305
bnk48official.june,2018-05-16 11:00:03,31491
bnk48official.bamboo,2018-05-16 11:00:03,20018
bnk48official.cake,2018-05-16 11:00:03,17655
bnk48official.panda,2018-05-16 11:00:03,16540
bnk48official.phukkhom,2018-05-16 11:00:03,13591
bnk48official.wee,2018-05-16 11:00:03,13371
bnk48official.kheng,2018-05-16 11:00:03,12405
pakwan.bnk48official,2018-05-16 11:00:03,11181
bnk48official.new,2018-05-16 11:00:03,10947
bnk48official.niky,2018-05-16 11:00:03,10695
bnk48official.faii,2018-05-16 11:00:03,10609
bnk48official.aom,2018-05-16 11:00:03,10223
bnk48official.oom,2018-05-16 11:00:03,10154
bnk48official.view,2018-05-16 11:00:03,10132
bnk48official.natherine,2018-05-16 11:00:03,8917
bnk48official.minmin,2018-05-16 11:00:03,8872
bnk48official.deenee,2018-05-16 11:00:03,8603
bnk48official.khamin,2018-05-16 11:00:03,8241
bnk48official.maira,2018-05-16 11:00:03,7821
bnk48official.myyu,2018-05-16 11:00:03,7385
bnk48official.gygee,2018-05-16 11:00:03,7283
bnk48official.nine,2018-05-16 11:00:03,5295
bnk48official.stang,2018-05-16 11:00:03,4500
bnk48official.fifa,2018-05-16 11:00:03,4240
bnk48official.pun,2018-05-16 10:00:02,443471
bnk48official.cherprang,2018-05-16 10:00:02,400870
bnk48official.orn,2018-05-16 10:00:02,253854
bnk48official.noey,2018-05-16 10:00:02,204246
bnk48official.jennis,2018-05-16 10:00:02,200059
bnk48official.music,2018-05-16 10:00:02,194636
bnk48official.kaimook,2018-05-16 10:00:02,190934
bnk48official.mobile,2018-05-16 10:00:02,190277
bnk48official.kaew,2018-05-16 10:00:02,151932
bnk48official.jan,2018-05-16 10:00:02,131989
bnk48official.satchan,2018-05-16 10:00:02,122681
bnk48official.tarwaan,2018-05-16 10:00:02,120247
bnk48official.namneung,2018-05-16 10:00:02,118577
bnk48official.pupe,2018-05-16 10:00:02,111506
bnk48official.can,2018-05-16 10:00:02,102824
bnk48official.namsai,2018-05-16 10:00:02,93710
bnk48official.miori,2018-05-16 10:00:02,82847
bnk48official.mewnich,2018-05-16 10:00:02,74702
bnk48official.jane,2018-05-16 10:00:02,72205
bnk48official.korn,2018-05-16 10:00:02,69511
bnk48official.mind,2018-05-16 10:00:02,66458
bnk48official.maysa,2018-05-16 10:00:02,65875
bnk48official.nink,2018-05-16 10:00:02,60777
bnk48official.jaa,2018-05-16 10:00:02,56987
bnk48official.piam,2018-05-16 10:00:02,56062
bnk48official.izutarina,2018-05-16 10:00:02,51877
bnk48official.jib,2018-05-16 10:00:02,44825
bnk48official.fond,2018-05-16 10:00:02,41143
bnk48official.kate,2018-05-16 10:00:02,38810
bnk48official.ratah,2018-05-16 10:00:02,35270
bnk48official.june,2018-05-16 10:00:02,31475
bnk48official.bamboo,2018-05-16 10:00:02,20009
bnk48official.cake,2018-05-16 10:00:02,17642
bnk48official.panda,2018-05-16 10:00:02,16536
bnk48official.phukkhom,2018-05-16 10:00:02,13584
bnk48official.wee,2018-05-16 10:00:02,13359
bnk48official.kheng,2018-05-16 10:00:02,12393
pakwan.bnk48official,2018-05-16 10:00:02,11175
bnk48official.new,2018-05-16 10:00:02,10912
bnk48official.niky,2018-05-16 10:00:02,10684
bnk48official.faii,2018-05-16 10:00:02,10592
bnk48official.aom,2018-05-16 10:00:02,10153
bnk48official.oom,2018-05-16 10:00:02,10144
bnk48official.view,2018-05-16 10:00:02,10125
bnk48official.natherine,2018-05-16 10:00:02,8904
bnk48official.minmin,2018-05-16 10:00:02,8863
bnk48official.deenee,2018-05-16 10:00:02,8598
bnk48official.khamin,2018-05-16 10:00:02,8234
bnk48official.maira,2018-05-16 10:00:02,7798
bnk48official.myyu,2018-05-16 10:00:02,7382
bnk48official.gygee,2018-05-16 10:00:02,7277
bnk48official.nine,2018-05-16 10:00:02,5284
bnk48official.stang,2018-05-16 10:00:02,4497
bnk48official.fifa,2018-05-16 10:00:02,4234
bnk48official.pun,2018-05-16 09:00:02,443387
bnk48official.cherprang,2018-05-16 09:00:02,400797
bnk48official.orn,2018-05-16 09:00:02,253683
bnk48official.noey,2018-05-16 09:00:02,204205
bnk48official.jennis,2018-05-16 09:00:02,200020
bnk48official.music,2018-05-16 09:00:02,194594
bnk48official.kaimook,2018-05-16 09:00:02,190898
bnk48official.mobile,2018-05-16 09:00:02,190237
bnk48official.kaew,2018-05-16 09:00:02,151892
bnk48official.jan,2018-05-16 09:00:02,131974
bnk48official.satchan,2018-05-16 09:00:02,122655
bnk48official.tarwaan,2018-05-16 09:00:02,120219
bnk48official.namneung,2018-05-16 09:00:02,118556
bnk48official.pupe,2018-05-16 09:00:02,111436
bnk48official.can,2018-05-16 09:00:02,102815
bnk48official.namsai,2018-05-16 09:00:02,93680
bnk48official.miori,2018-05-16 09:00:02,82835
bnk48official.mewnich,2018-05-16 09:00:02,74676
bnk48official.jane,2018-05-16 09:00:02,72189
bnk48official.korn,2018-05-16 09:00:02,69494
bnk48official.mind,2018-05-16 09:00:02,66446
bnk48official.maysa,2018-05-16 09:00:02,65857
bnk48official.nink,2018-05-16 09:00:02,60767
bnk48official.jaa,2018-05-16 09:00:02,56974
bnk48official.piam,2018-05-16 09:00:02,56040
bnk48official.izutarina,2018-05-16 09:00:02,51863
bnk48official.jib,2018-05-16 09:00:02,44811
bnk48official.fond,2018-05-16 09:00:02,41118
bnk48official.kate,2018-05-16 09:00:02,38805
bnk48official.ratah,2018-05-16 09:00:02,35246
bnk48official.june,2018-05-16 09:00:02,31466
bnk48official.bamboo,2018-05-16 09:00:02,19997
bnk48official.cake,2018-05-16 09:00:02,17631
bnk48official.panda,2018-05-16 09:00:02,16531
bnk48official.phukkhom,2018-05-16 09:00:02,13580
bnk48official.wee,2018-05-16 09:00:02,13349
bnk48official.kheng,2018-05-16 09:00:02,12388
pakwan.bnk48official,2018-05-16 09:00:02,11170
bnk48official.new,2018-05-16 09:00:02,10909
bnk48official.niky,2018-05-16 09:00:02,10676
bnk48official.faii,2018-05-16 09:00:02,10583
bnk48official.aom,2018-05-16 09:00:02,10146
bnk48official.oom,2018-05-16 09:00:02,10137
bnk48official.view,2018-05-16 09:00:02,10120
bnk48official.natherine,2018-05-16 09:00:02,8894
bnk48official.minmin,2018-05-16 09:00:02,8859
bnk48official.deenee,2018-05-16 09:00:02,8592
bnk48official.khamin,2018-05-16 09:00:02,8233
bnk48official.maira,2018-05-16 09:00:02,7780
bnk48official.myyu,2018-05-16 09:00:02,7381
bnk48official.gygee,2018-05-16 09:00:02,7267
bnk48official.nine,2018-05-16 09:00:02,5280
bnk48official.stang,2018-05-16 09:00:02,4495
bnk48official.fifa,2018-05-16 09:00:02,4233
bnk48official.pun,2018-05-16 08:00:03,443314
bnk48official.cherprang,2018-05-16 08:00:03,400741
bnk48official.orn,2018-05-16 08:00:03,253601
bnk48official.noey,2018-05-16 08:00:03,204181
bnk48official.jennis,2018-05-16 08:00:03,199994
bnk48official.music,2018-05-16 08:00:03,194557
bnk48official.kaimook,2018-05-16 08:00:03,190874
bnk48official.mobile,2018-05-16 08:00:03,190204
bnk48official.kaew,2018-05-16 08:00:03,151867
bnk48official.jan,2018-05-16 08:00:03,131960
bnk48official.satchan,2018-05-16 08:00:03,122635
bnk48official.tarwaan,2018-05-16 08:00:03,120201
bnk48official.namneung,2018-05-16 08:00:03,118539
bnk48official.pupe,2018-05-16 08:00:03,111374
bnk48official.can,2018-05-16 08:00:03,102809
bnk48official.namsai,2018-05-16 08:00:03,93664
bnk48official.miori,2018-05-16 08:00:03,82829
bnk48official.mewnich,2018-05-16 08:00:03,74658
bnk48official.jane,2018-05-16 08:00:03,72173
bnk48official.korn,2018-05-16 08:00:03,69481
bnk48official.mind,2018-05-16 08:00:03,66437
bnk48official.maysa,2018-05-16 08:00:03,65846
bnk48official.nink,2018-05-16 08:00:03,60763
bnk48official.jaa,2018-05-16 08:00:03,56968
bnk48official.piam,2018-05-16 08:00:03,56034
bnk48official.izutarina,2018-05-16 08:00:03,51857
bnk48official.jib,2018-05-16 08:00:03,44807
bnk48official.fond,2018-05-16 08:00:03,41102
bnk48official.kate,2018-05-16 08:00:03,38803
bnk48official.ratah,2018-05-16 08:00:03,35232
bnk48official.june,2018-05-16 08:00:03,31453
bnk48official.bamboo,2018-05-16 08:00:03,19986
bnk48official.cake,2018-05-16 08:00:03,17627
bnk48official.panda,2018-05-16 08:00:03,16529
bnk48official.phukkhom,2018-05-16 08:00:03,13576
bnk48official.wee,2018-05-16 08:00:03,13345
bnk48official.kheng,2018-05-16 08:00:03,12382
pakwan.bnk48official,2018-05-16 08:00:03,11167
bnk48official.new,2018-05-16 08:00:03,10908
bnk48official.niky,2018-05-16 08:00:03,10672
bnk48official.faii,2018-05-16 08:00:03,10579
bnk48official.aom,2018-05-16 08:00:03,10145
bnk48official.oom,2018-05-16 08:00:03,10135
bnk48official.view,2018-05-16 08:00:03,10118
bnk48official.natherine,2018-05-16 08:00:03,8889
bnk48official.minmin,2018-05-16 08:00:03,8850
bnk48official.deenee,2018-05-16 08:00:03,8589
bnk48official.khamin,2018-05-16 08:00:03,8229
bnk48official.maira,2018-05-16 08:00:03,7767
bnk48official.myyu,2018-05-16 08:00:03,7376
bnk48official.gygee,2018-05-16 08:00:03,7259
bnk48official.nine,2018-05-16 08:00:03,5274
bnk48official.stang,2018-05-16 08:00:03,4492
bnk48official.fifa,2018-05-16 08:00:03,4228
bnk48official.pun,2018-05-16 07:00:02,443289
bnk48official.cherprang,2018-05-16 07:00:02,400706
bnk48official.orn,2018-05-16 07:00:02,253545
bnk48official.noey,2018-05-16 07:00:02,204157
bnk48official.jennis,2018-05-16 07:00:02,199972
bnk48official.music,2018-05-16 07:00:02,194533
bnk48official.kaimook,2018-05-16 07:00:02,190854
bnk48official.mobile,2018-05-16 07:00:02,190177
bnk48official.kaew,2018-05-16 07:00:02,151832
bnk48official.jan,2018-05-16 07:00:02,131946
bnk48official.satchan,2018-05-16 07:00:02,122619
bnk48official.tarwaan,2018-05-16 07:00:02,120183
bnk48official.namneung,2018-05-16 07:00:02,118527
bnk48official.pupe,2018-05-16 07:00:02,111298
bnk48official.can,2018-05-16 07:00:02,102805
bnk48official.namsai,2018-05-16 07:00:02,93652
bnk48official.miori,2018-05-16 07:00:02,82819
bnk48official.mewnich,2018-05-16 07:00:02,74632
bnk48official.jane,2018-05-16 07:00:02,72161
bnk48official.korn,2018-05-16 07:00:02,69473
bnk48official.mind,2018-05-16 07:00:02,66430
bnk48official.maysa,2018-05-16 07:00:02,65839
bnk48official.nink,2018-05-16 07:00:02,60758
bnk48official.jaa,2018-05-16 07:00:02,56958
bnk48official.piam,2018-05-16 07:00:02,56029
bnk48official.izutarina,2018-05-16 07:00:02,51848
bnk48official.jib,2018-05-16 07:00:02,44805
bnk48official.fond,2018-05-16 07:00:02,41081
bnk48official.kate,2018-05-16 07:00:02,38799
bnk48official.ratah,2018-05-16 07:00:02,35216
bnk48official.june,2018-05-16 07:00:02,31442
bnk48official.bamboo,2018-05-16 07:00:02,19974
bnk48official.cake,2018-05-16 07:00:02,17617
bnk48official.panda,2018-05-16 07:00:02,16519
bnk48official.phukkhom,2018-05-16 07:00:02,13565
bnk48official.wee,2018-05-16 07:00:02,13334
bnk48official.kheng,2018-05-16 07:00:02,12376
pakwan.bnk48official,2018-05-16 07:00:02,11158
bnk48official.new,2018-05-16 07:00:02,10899
bnk48official.niky,2018-05-16 07:00:02,10656
bnk48official.faii,2018-05-16 07:00:02,10566
bnk48official.aom,2018-05-16 07:00:02,10136
bnk48official.oom,2018-05-16 07:00:02,10125
bnk48official.view,2018-05-16 07:00:02,10109
bnk48official.natherine,2018-05-16 07:00:02,8877
bnk48official.minmin,2018-05-16 07:00:02,8844
bnk48official.deenee,2018-05-16 07:00:02,8583
bnk48official.khamin,2018-05-16 07:00:02,8228
bnk48official.maira,2018-05-16 07:00:02,7743
bnk48official.myyu,2018-05-16 07:00:02,7368
bnk48official.gygee,2018-05-16 07:00:02,7243
bnk48official.nine,2018-05-16 07:00:02,5267
bnk48official.stang,2018-05-16 07:00:02,4486
bnk48official.fifa,2018-05-16 07:00:02,4226
bnk48official.pun,2018-05-16 06:00:03,443257
bnk48official.cherprang,2018-05-16 06:00:03,400666
bnk48official.orn,2018-05-16 06:00:03,253482
